52-1326357,24487255
95-3616628,24464496
23-7019679,24458851
23-2220051,24447894
74-2336171,24388782
94-3375666,24298067
58-1020547,24294845
02-0458174,24250570
51-0159122,24167448
75-0858360,24093553
91-0816827,24070895
91-0780533,24051543
41-1848081,24006067
58-0967972,23990110
43-1556416,23945473
95-3492461,23927952
81-4254457,23861868
93-0977166,23810492
34-1943865,23794645
68-0117241,23710873
76-0338721,23611554
23-1573806,23592424
95-4444102,23573245
34-1380074,23494834
23-7046229,23482768
39-0806445,23431201
20-3492620,23349252
56-1753180,23329525
36-3411437,23320527
56-1966466,23254717
23-1556045,23240167
52-1591398,23234500
01-0566033,23212771
32-0154392,23190166
65-0425069,23158308
22-2619869,23151101
26-1150699,23133635
94-1415317,23057296
62-0807696,23055951
23-2434447,23036446
05-0276059,23014896
71-0810999,22965303
04-3798875,22923237
36-2167771,22913855
38-2185735,22879423
76-0257018,22868062
52-1213010,22849273
36-4444200,22745158
74-2373217,22735671
20-8756660,22734403
23-6050758,22687519
22-1777156,22644437
76-0324875,22628550
95-2479552,22626490
33-0578620,22614981
23-7085960,22585521
54-0505969,22555711
94-1687847,22540665
95-3167869,22501510
74-1183095,22446270
26-1570590,22366734
46-4340594,22362245
86-0500753,22356024
56-0547482,22308559
95-4441208,22271426
56-0556755,22246893
59-0637848,22209603
95-3881333,22168805
38-1443367,22142594
84-1328829,22133831
61-0597273,22126950
26-2418959,22099634
95-3954057,22096413
94-2427088,22053004
94-2506933,21981853
86-0521062,21978699
74-1238418,21945629
38-2402635,21925651
94-3088881,21897783
52-0856660,21897167
04-3098024,21842562
41-1893645,21813800
04-3635313,21789241
52-0643040,21773020
81-6035382,21722189
31-1611583,21715515
74-1839536,21715289
23-7014485,21701877
06-0667605,21690019
26-2961334,21645314
13-5563010,21626042
93-0888347,21559451
32-0160439,21548788
83-0287513,21534093
94-2282759,21461748
84-1435420,21383160
76-0279876,21368993
91-1189908,21355241
13-5671639,21347864
46-2140915,21347280
62-0967197,21294693
95-2671260,21233220
95-3407054,21227627
35-6068234,21227261
38-1845444,21199299
41-1704734,21167274
81-4945849,21165566
23-1352293,21137897
59-0808854,21120938
04-3523528,21070243
65-0841384,21028896
31-1597223,20994562
13-1825919,20898719
94-2979073,20896855
94-1312348,20860247
22-3223641,20784215
47-0769903,20781363
22-3020486,20779074
20-8635797,20745366
23-7060561,20667962
94-3032394,20656685
95-2771715,20600881
59-1487190,20514261
93-1234625,20510824
77-0155997,20498462
58-2400285,20444719
06-6010477,20386624
38-2177886,20372727
75-2089180,20366937
47-0789054,20341905
59-2620322,20340353
94-3040607,20330373
36-2984043,20315146
99-0073521,20295958
13-3391210,20289363
95-4074660,20213342
51-0187791,20206962
45-2424130,20187859
36-2698644,20140432
35-1742559,20034403
45-5261907,20026304
48-1181305,19984016
95-4625826,19978876
37-1030764,19946586
45-4620000,19939747
94-3146280,19931597
33-0086043,19914005
30-0104507,19818161
94-6136365,19800891
38-3263853,19787959
82-1005719,19773564
94-3187806,19756515
59-3067752,19737935
04-3182053,19692109
95-4487664,19666355
95-1744392,19599136
04-3129839,19582305
52-6073157,19576339
27-4238843,19544787
51-0467167,19528644
91-0917079,19496133
36-3283625,19457975
91-0823767,19430368
54-1422298,19403587
94-2760764,19349341
72-1505359,19342769
38-1359243,19279987
27-3663856,19263508
11-2683663,19227738
23-2051143,19227577
23-7316001,19224620
36-2728618,19199758
41-1836919,19170053
52-6043929,19163734
46-2552575,19121990
04-2593591,19074510
02-6006033,19030593
94-3055602,18988869
87-0540039,18937034
30-0198705,18922637
99-6009889,18902860
36-3451562,18836412
13-3480246,18819868
31-1542209,18715073
58-1514406,18713081
41-0693910,18695880
52-1263996,18677601
59-2850410,18669195
23-7305963,18619634
04-2226199,18583549
77-0714052,18583289
95-1693538,18553972
43-0976396,18545815
95-2428657,18534453
81-4985512,18509125
22-2915188,18496836
91-0583891,18470665
95-4421521,18424426
58-1387871,18368279
94-1725620,18315156
23-7107958,18306595
73-0930123,18258576
86-0431878,18188703
39-1345572,18171141
26-1914515,18147451
54-0346118,18143166
23-2446355,18129605
94-2358632,18083359
13-2707665,18079167
84-6032307,18067931
58-1479212,18042993
43-1104134,18017450
61-0444842,18002221
47-0756970,17995649
59-2816580,17954380
23-7420660,17950451
59-3725701,17914764
75-1485951,17902037
52-1100361,17896785
47-3476140,17851896
72-0471369,17838416
27-3763547,17801769
54-2132153,17800426
65-0108974,17755764
04-2103714,17733553
56-2253814,17714777
91-6060940,17697163
46-1178146,17684167
27-4207843,17680686
43-0662471,17676549
54-0629691,17622374
95-1693616,17578567
71-0785162,17570755
84-0611876,17548546
73-0589829,17522723
59-2704597,17518413
95-3497070,17517725
23-7105149,17516532
20-3597185,17506319
73-0657931,17459296
94-3110973,17427941
81-0500256,17427104
86-0520997,17415422
54-1041459,17405193
39-0806314,17367092
36-2524984,17364858
31-1777082,17337400
94-1688163,17336495
46-2594689,17330154
94-1186169,17301817
62-1231591,17281079
11-3748466,17260099
93-0725294,17254642
36-2654558,17200407
74-2285793,17151643
52-1638207,17146929
95-3814898,17127596
94-3094966,17109127
82-1112859,17097328
54-2103707,17084213
57-0785431,17065294
74-2466103,17030481
74-1907867,17017718
64-0865274,16987703
36-3762123,16943178
91-0793597,16921304
41-1421522,16914107
13-1624111,16908625
54-1264177,16899550
43-0970674,16867812
93-1186020,16825456
35-1410757,16810333
47-1718432,16796933
94-1551410,16748924
62-1066198,16707423
31-1496646,16667407
53-0218650,16629553
74-2893360,16558377
64-6012238,16557458
41-0908458,16544974
93-0877807,16429682
20-4268851,16426499
52-2310500,16406660
20-2264584,16372091
04-3086666,16364119
76-0740457,16354391
52-1394893,16343535
36-2327271,16246364
06-0646592,16238720
36-3599110,16194875
52-1736502,16194669
13-5596792,16186377
39-1485020,16185357
41-0946789,16099693
27-4598398,16094407
74-6069951,16093175
38-1747660,16068018
39-1247667,16042150
13-3537710,16016349
36-4090773,15995268
81-3508420,15993046
52-1454182,15960669
23-7294685,15946241
23-7068704,15932160
06-1580427,15927798
58-0566190,15879843
04-3703020,15876976
51-0144434,15865480
43-0971560,15851429
52-1233092,15811076
13-2933654,15799453
76-0193812,15797172
36-2183809,15744483
13-2756320,15721661
74-2429518,15685384
93-0511171,15655975
20-3076690,15647679
23-1425035,15637637
94-3042571,15625492
03-0264362,15598692
94-1648949,15581119
94-1594250,15542320
94-3139952,15537014
76-0207084,15491182
04-2103548,15471886
58-1816778,15425420
20-0764162,15367074
93-1098105,15357642
62-0627921,15349949
13-1275970,15348722
51-0173390,15313227
59-2320573,15309003
74-3062511,15289025
41-0916478,15266660
94-1659687,15266538
42-0923813,15262424
26-4143394,15253165
42-1580163,15243125
53-0204621,15242489
77-0071852,15204408
13-4071318,15198182
13-3857387,15189546
13-2613479,15184911
22-3154028,15169268
13-3575492,15168776
57-0314418,15147057
23-7303509,15146880
43-1303328,15138357
25-1073139,15132156
36-2167082,15113158
06-0646593,15095005
26-1982661,15082951
59-1935485,15073772
20-4562686,15071176
22-3114280,15041931
26-0840496,15012155
16-0743930,14987718
77-0387535,14971452
13-5562161,14945621
23-1715152,14927015
74-1769114,14922059
75-1478918,14902299
46-4510365,14897275
38-2994229,14843118
38-1359593,14829723
68-0085804,14822990
71-0992446,14808996
33-0147739,14783808
11-6042392,14770315
52-0231554,14768397
41-1658654,14747823
27-4126970,14734349
91-1032846,14724825
75-3149095,14703120
95-2917933,14688054
01-0482628,14678045
46-4773036,14675675
52-1054102,14647750
22-2962532,14643864
57-6007869,14641008
04-2105756,14637192
58-0622971,14626085
59-2471253,14622438
74-2689943,14610399
84-1267213,14589769
74-2178563,14587002
23-2663699,14572551
94-1637699,14567882
93-0706892,14565649
94-6124054,14554313
74-1109644,14545283
23-7315006,14505053
22-2561771,14501013
36-3157600,14489395
52-1238026,14473654
84-0430495,14472963
56-1363464,14468662
94-1713897,14450132
23-7114952,14417252
13-1933825,14385319
52-2351337,14319773
35-1890547,14316615
61-0937079,14308687
42-1457548,14305955
33-0352148,14300091
91-0773187,14292500
52-0812433,14271991
13-4148824,14269364
20-5289168,14241631
81-0652266,14225346
93-0582124,14216654
57-0477907,14168453
56-0538016,14166802
95-2794253,14162040
52-0906599,14115250
35-2319441,14090679
36-3301526,14038900
72-1552165,13999794
68-0286382,13937473
04-3766364,13914137
52-2013526,13914024
64-0321520,13884075
23-7156531,13879337
74-2380446,13876321
44-0579903,13839591
94-2493158,13834479
58-2383669,13820713
23-1352026,13810227
35-1715910,13788230
65-0922489,13770126
95-3941342,13764478
47-1995566,13753598
52-1006486,13751590
59-2240502,13733660
13-3408731,13733111
80-0951255,13712748
52-2120012,13700028
36-2734184,13695995
06-0662134,13637224
52-1576352,13632134
58-6028607,13620973
94-2434026,13615244
26-3710746,13606627
52-1938443,13601733
58-1661795,13596501
84-1052916,13581012
04-2104757,13569592
02-0773717,13527972
23-7357234,13512937
75-0939427,13501294
31-1208260,13476247
11-2517055,13472335
13-1947735,13468546
56-1834887,13422408
16-6076384,13411984
22-2525437,13392453
54-1255013,13387869
22-2702285,13376433
23-2142644,13360678
23-1352336,13342474
59-2789167,13321823
59-0968249,13314523
91-1198391,13313194
01-0241767,13282477
54-0855731,13281706
26-1501109,13274460
22-2483475,13249471
94-2797447,13248839
06-1422248,13220629
20-4464054,13208486
95-2944459,13204246
43-0839302,13195865
20-3402627,13178426
38-2118101,13121460
76-0622208,13116207
94-2711707,13111647
23-2964829,13108258
61-0673886,13102096
75-2235660,13101018
37-0958448,13041290
82-2978635,13036321
33-0071782,13031401
63-0307960,13026394
59-1709542,13022310
23-7200739,13011283
93-0963546,12997193
94-3060709,12994900
16-1395992,12987614
22-2189072,12958309
36-3810926,12933979
23-7236986,12874224
13-3623815,12870414
43-6052680,12814564
31-0538515,12813405
62-0803601,12807946
95-2996648,12805929
25-0965407,12787096
58-0656890,12771837
46-0908502,12726930
23-1360867,12724900
31-4379496,12703434
06-0646653,12702734
22-2540853,12697458
84-0599572,12672196
75-1568798,12671195
94-1156301,12638499
86-0133718,12624674
75-1992728,12616170
59-1788265,12612370
47-2529408,12611627
45-1066585,12590476
59-2075982,12586061
52-1516692,12568964
52-1212849,12556474
76-0270942,12542144
04-2791159,12517391
83-0396815,12496884
93-1190792,12493024
27-0359097,12474827
59-6154976,12453721
43-1069741,12399724
13-3572287,12394316
95-4766001,12377100
31-0538511,12376472
46-2077931,12374341
95-4470909,12363939
38-2231279,12363938
59-0874493,12363414
23-1913286,12358574
25-1216330,12325655
41-1759477,12299851
51-0225189,12237721
46-0773284,12233470
77-0370874,12232910
95-1992702,12227472
06-1517218,12224104
59-1595398,12220909
95-2248462,12210235
93-0843521,12158372
75-2044117,12139498
13-3753011,12121023
38-1387136,12119660
35-1749398,12111911
04-2488502,12110427
52-1007373,12098781
26-3349334,12095666
74-1669131,12085569
23-7000150,12084757
36-2167096,12068031
04-3172401,12049370
26-3849472,12042496
13-6068327,12025472
94-3370994,12012761
26-0349475,11986942
58-1603427,11974916
94-3346127,11973523
34-1651217,11973267
86-0733182,11969146
46-3018925,11938678
72-1549994,11894639
23-7076465,11891142
76-0330447,11883719
72-0460816,11877015
53-0184647,11862561
56-1463611,11852837
23-7348277,11811244
71-0863908,11796534
22-2852248,11795930
75-1855620,11793188
77-0126783,11774972
35-0924720,11752911
41-1240048,11741856
73-1125389,11740152
74-1152607,11731344
13-3805406,11706994
93-0386885,11697820
94-3045180,11682993
23-1352290,11666704
32-0167398,11666201
52-1285097,11654260
32-0071651,11619190
56-0689235,11597256
11-6075952,11566627
74-1153957,11563637
76-0380602,11542239
36-4295421,11530049
25-1422682,11524650
23-2527210,11508194
04-2104844,11501010
43-0970991,11500052
22-2958508,11486131
04-2103979,11466472
56-1398498,11460660
47-4070026,11458795
03-0179436,11449784
94-3261846,11444526
95-2690539,11441559
61-0590743,11437357
94-2145930,11430799
31-0890152,11417646
80-0369895,11402884
23-7115003,11384976
59-1214353,11365377
30-0440226,11358918
59-1927289,11336416
31-1781635,11331346
13-3148295,11310796
56-0928743,11297403
23-7314808,11254179
23-7314838,11249621
58-1494098,11179036
56-0543244,11149397
52-1289203,11144645
58-0978781,11116636
84-1113831,11110162
41-2237951,11104104
73-1681366,11072530
59-1156260,11067426
75-1670281,11064141
59-1539957,11050841
47-4960735,11031023
52-1576801,10999090
55-0625915,10976611
65-0505369,10971815
58-2373779,10954285
47-0483506,10934705
20-5404353,10904733
52-1818273,10890366
59-1478621,10879168
22-2859005,10856424
95-4666712,10854261
23-7332048,10832966
47-0376529,10830640
54-1674992,10817973
33-0126481,10804360
27-2904497,10796825
94-3240841,10789806
61-0549561,10784827
84-1720344,10772558
41-1694717,10768734
74-2127841,10764247
95-1805520,10753187
43-1261264,10751478
94-2689383,10735451
74-1590387,10714400
25-1126094,10713817
27-4480214,10698488
56-1949103,10685118
75-2170035,10675697
36-0895575,10675098
56-2374305,10628893
25-1203882,10619948
85-0222386,10605933
54-1477799,10595777
52-1961588,10589662
04-2104231,10584211
94-3078431,10563292
95-2931931,10553529
36-3488628,10552420
74-2602504,10496490
22-1487247,10490738
41-0941924,10486776
26-1839249,10481518
75-1671920,10473617
01-0831698,10473003
36-3675494,10468502
94-3042565,10466463
31-1777710,10445531
14-1719016,10442755
26-2763535,10437480
47-0378995,10436899
23-2109376,10425352
77-0562800,10425000
26-3184971,10421768
94-1707583,10418326
13-1562656,10406800
41-1354181,10384942
52-1633220,10375096
91-0889016,10362915
13-3801864,10361588
39-1742974,10354475
54-1060924,10354078
27-2196347,10336911
59-2617151,10336236
76-0088702,10325392
56-2454573,10322774
95-3655288,10317382
23-7103245,10308439
13-1623998,10301397
16-0743047,10285845
13-1997636,10280091
43-1175749,10262500
26-0308665,10260176
95-4427291,10259307
21-0703075,10248308
74-1998367,10240827
13-3962840,10198645
26-1509133,10188118
27-1600444,10171466
43-1465268,10169762
23-1396803,10166077
77-0310310,10160313
41-2106721,10157505
52-0681147,10140010
98-0013401,10138483
24-0814118,10128194
81-0467431,10116488
27-5281234,10108472
52-1549572,10106680
95-2546170,10104163
13-3840271,10090048
13-1624235,10089202
43-0949079,10073262
22-2046926,10071608
39-1543541,10069545
45-2736163,10051232
03-0503570,10047490
93-0718337,10046812
94-3227261,10042724
72-1161001,10041582
38-1964643,10034005
73-1305668,10033283
91-2091094,10032093
94-2548556,10030416
20-0078855,10017598
93-0818160,10014381
59-0624410,9990914
36-3456061,9988803
23-7087774,9987149
94-1156639,9986732
59-3139801,9964810
06-6026005,9963793
23-7100704,9940394
34-1341788,9939919
71-0464321,9936122
36-2167939,9930658
33-1215331,9911582
51-0231573,9910378
59-2116280,9902693
38-1539984,9901885
01-0669150,9901294
26-1177785,9893346
52-1263256,9886814
94-2800442,9882317
56-1899564,9865432
52-1331552,9864370
52-1173590,9825942
95-2023244,9825327
52-1265361,9814628
54-2092145,9801406
39-1524326,9801223
11-3718005,9781530
82-3563111,9776985
13-1766596,9757664
86-0409636,9747962
27-0887311,9745576
42-6072050,9721079
75-0917409,9701445
13-5631502,9699451
94-6171319,9698497
94-3123953,9695945
45-2384209,9683835
04-6112600,9656912
52-1114225,9652744
93-1134865,9649220
52-1920603,9648122
16-0844808,9596282
31-1654076,9580029
92-0088266,9558407
59-1730478,9549497
21-0634556,9543737
25-1464177,9531813
93-0409105,9531388
77-0485946,9531237
54-1754009,9502783
04-6113130,9493249
58-2361483,9488443
61-1107296,9458031
91-0594684,9455947
43-1188096,9442187
46-1227433,9433305
94-2297147,9428062
93-1009305,9410499
13-3468427,9406757
84-0730973,9395162
36-4580402,9389935
47-2474086,9388614
31-0859104,9385088
74-2643545,9372995
13-3003112,9343625
84-1476535,9339757
95-1642393,9335045
58-1543388,9312752
22-2223109,9311177
45-3342634,9308856
13-3935309,9294963
56-2151678,9285181
01-6000802,9283612
62-0800756,9270024
76-0604478,9258803
87-0491952,9257931
41-2220807,9257218
94-2211685,9246764
39-1225709,9240725
23-7182780,9235602
38-1415401,9225583
94-3179772,9215891
22-1515405,9212770
20-2549984,9203092
75-1152657,9196738
52-0971440,9192932
36-4041525,9177000
74-1883434,9163673
81-5338932,9162565
58-0623603,9161083
06-0862072,9148102
84-0454115,9135892
13-4052259,9110423
33-0259190,9101598
54-1442466,9086978
52-1801849,9086807
38-1358056,9079234
95-3132674,9051356
84-1212246,9048471
23-6437695,9044283
33-0773524,9035812
45-3159170,9035509
06-1172535,9021681
20-8993652,9021043
47-0984801,9020569
95-2788014,9003877
54-1777157,8993169
94-2783401,8989326
52-2234595,8984163
75-2461679,8982810
58-0572434,8956958
94-1712371,8949079
94-3332630,8944569
51-0454157,8937190
68-0184712,8937072
11-3580024,8930242
26-3043727,8918064
95-1809576,8917182
31-6026285,8914508
95-3018799,8909542
13-4234305,8909191
73-0555125,8901872
81-5461345,8894996
93-1050144,8893922
59-1939655,8892773
94-1582429,8878414
93-0640525,8872920
61-0592561,8870243
93-1057296,8851894
02-0259874,8851535
45-3736821,8847770
