,ein,org_name,city,state_code,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue
264,23-6399542,Melmark Inc,Berwyn,PA,15.0,,13.333333333333334,,,,,86.66666666666667,,,,,46.66666666666666,53.333333333333336,,,,,,8.0,,,,,,,100.0,,,,,37.5,62.5,,,,,,1077.0,1.2999071494893222,50.78922934076138,3.899721448467967,,0.0928505106778087,,42.43268337975859,1.4856081708449396,,,,63.23119777158775,36.768802228412255,,,,,,334834.6,259019.14285714287,-29.270213894836218,0.5833333333333334,0.4166666666666667,58748.96612665685,743055.0,83268403.0,www.melmark.org,1370,108141990.0
265,23-6437695,Glen Mills Schools,GLEN MILLS,PA,12.0,,33.33333333333333,,,,,66.66666666666666,,,,,25.0,75.0,,,,,,7.0,,28.57142857142857,,,,,71.42857142857143,,,,,,100.0,,,,,,76.0,1.3157894736842104,9.210526315789473,1.3157894736842104,,,,86.8421052631579,1.3157894736842104,,,,13.157894736842104,86.8421052631579,,,,,,0.0,213588.0,100.0,1.0,0.0,19010.184782608696,213588.0,1962525.0,glenmillsschools.org,93,9044283.0
266,23-7013563,The Bridge Family Center Inc,West Hartford,CT,13.0,15.384615384615383,15.384615384615383,7.6923076923076925,,,,61.53846153846154,,,,,61.53846153846154,38.46153846153847,,,,,100.0,9.0,,11.11111111111111,,,,,88.88888888888889,,,,,77.77777777777779,22.22222222222222,,,,,,161.0,,42.2360248447205,14.285714285714285,,,,43.47826086956522,,,,,75.77639751552795,24.22360248447205,,,,,,212592.5,0.0,-1.0,0.0,1.0,41126.77372262774,249152.0,6059553.0,WWW.BRIDGEFAMILYCENTER.ORG,139,8707199.0
267,23-7013607,Blossom Hill Inc,Westlake,OH,9.0,,,,,,,,,,,,11.11111111111111,88.88888888888889,,,,,,3.0,,,,,,,100.0,,,,,66.66666666666666,33.33333333333333,,,,,,110.0,3.636363636363636,28.18181818181818,13.636363636363637,,,,45.45454545454545,,,,9.090909090909092,,,,,,,,200050.0,0.0,-1.0,0.0,1.0,26404.96987951808,200050.0,4583275.0,WWW.BLOSSOM-HILL.ORG,167,6564214.0
268,23-7014485,Hampton Roads Community Action Program Inc,Newport News,VA,20.0,,60.0,,,,,25.0,15.0,,,,,,,,,,,3.0,,100.0,,,,,,,,,,,,,,,,,300.0,,44.66666666666666,13.333333333333334,,1.3333333333333337,,16.666666666666664,10.666666666666668,,,13.333333333333334,,,,,,,,194663.0,0.0,-1.0,0.0,1.0,34654.030303030304,194663.0,12774076.0,WWW.HRCAPINC.ORG,364,21701877.0
269,23-7046229,Lighthouse Youth Services Inc,Cincinnati,OH,25.0,4.0,40.0,0.0,,,,56.00000000000001,,,,,44.0,56.00000000000001,,,,,,7.0,14.285714285714285,14.285714285714285,,,,,71.42857142857143,,,,,71.42857142857143,28.57142857142857,,,,,,336.0,,45.83333333333333,,,,,50.595238095238095,,,,3.571428571428571,,,,,,,,177015.0,280493.0,36.89147322749587,0.3333333333333333,0.6666666666666666,35638.18028846154,280493.0,15460006.0,WWW.LYS.ORG,419,23482768.0
270,23-7056717,Kansas Big Brothers Big Sisters Inc,Wichita,KS,17.0,0.0,5.88235294117647,11.76470588235294,,0.0,,82.35294117647058,,,,,29.411764705882355,70.58823529411765,,,,,100.0,2.0,50.0,,,,,,50.0,,,,,50.0,50.0,,,,,100.0,56.0,1.7857142857142856,,5.357142857142857,,,,92.85714285714286,,,,,85.71428571428571,14.285714285714285,,,,,,225980.0,0.0,-1.0,0.0,1.0,60420.94117647059,225980.0,3307448.0,WWW.KANSASBIGS.ORG,52,8153095.0
271,23-7056987,Mid-Willamette Valley Community Action Agency Inc,Salem,OR,14.0,,14.285714285714285,7.142857142857142,,,,78.57142857142857,,,,,57.14285714285714,42.85714285714285,,,,,,,,,,,,,,,,,,,,,,,,,403.0,0.9925558312655088,0.4962779156327543,31.017369727047143,,0.9925558312655088,,60.04962779156328,3.225806451612903,,3.225806451612903,,78.90818858560795,18.858560794044664,,2.2332506203473943,,,,0.0,156368.0,100.0,1.0,0.0,37082.13526570048,156368.0,23184374.0,WWW.MWVCAA.ORG,622,64870186.0
272,23-7060561,Boys and Girls Clubs of Palm Beach County Inc,West Palm Beach,FL,,,,,,,,,,,,,,,,,,,,8.0,,12.5,12.5,,,,75.0,,,,,62.5,37.5,,,,,,393.0,0.5089058524173028,70.99236641221374,11.19592875318066,,0.2544529262086514,,15.776081424936386,0.7633587786259541,,0.5089058524173028,,,,,,,,,209805.0,0.0,-1.0,0.0,1.0,18754.4406779661,283519.0,10588023.0,WWW.BGCPBC.ORG,534,20667962.0
273,23-7062028,San Jose Museum of Art Association,San Jose,CA,25.0,16.0,,4.0,,,,64.0,8.0,,2.0,,60.0,40.0,,,,,,9.0,11.11111111111111,,,,,,88.88888888888889,,,,,66.66666666666666,33.33333333333333,,,,,,70.0,21.428571428571427,1.4285714285714286,25.71428571428571,0.0,0.0,0.0,44.285714285714285,7.142857142857142,,,,62.85714285714285,37.142857142857146,,,,,,259438.0,0.0,-1.0,0.0,1.0,42106.840579710144,259438.0,3164810.0,WWW.SJMUSART.ORG,70,5738899.0
274,23-7068704,Childrens Home of Northern Kentucky Inc,Covington,KY,15.0,,,,,,,100.0,,,,,40.0,60.0,,,,0.0,100.0,6.0,,,,,,,100.0,,,,,66.66666666666666,33.33333333333333,,,,0.0,100.0,100.0,,35.0,5.0,,,,50.0,10.0,,,,54.0,46.0,,,,,,0.0,342586.0,100.0,1.0,0.0,28019.818565400845,342586.0,6983283.0,WWW.CHNK.ORG,238,15932160.0
275,23-7076465,Boys and Girls Clubs of Dorchester Inc,Dorchester,MA,43.0,6.976744186046512,11.627906976744184,2.3255813953488373,,,,79.06976744186046,,,,,,,,,,,,4.0,,,,,,,100.0,,,,,25.0,75.0,,,,,,115.0,6.086956521739131,17.391304347826086,8.695652173913043,,0.0,,57.391304347826086,6.086956521739131,,4.3478260869565215,0.0,72.17391304347827,27.82608695652174,,,,,,155850.5,187431.5,16.849355631257286,0.5,0.5,17819.641025641027,219513.0,4856360.0,WWW.BGCDORCHESTER.ORG,238,11891142.0
276,23-7085960,Chicano Federation of San Diego County Inc,San Diego,CA,15.0,6.666666666666667,,80.0,6.666666666666667,,,6.666666666666667,,,,,26.666666666666668,73.33333333333333,,,,,100.0,6.0,,,83.33333333333334,,,,16.666666666666664,,,,,83.33333333333334,16.666666666666664,,,,,100.0,61.0,,3.278688524590164,90.1639344262295,,,,6.557377049180328,,,,,81.9672131147541,18.0327868852459,,,,,,188681.0,0.0,-1.0,0.0,1.0,36649.948453608245,188681.0,3743726.0,WWW.CHICANOFEDERATION.ORG,98,22585521.0
277,23-7088811,On Track,Medford,OR,8.0,,,,,25.0,,75.0,,,,,50.0,50.0,,,,,100.0,8.0,,12.5,12.5,,,,62.5,,12.5,,,62.5,37.5,,,,,100.0,105.0,2.857142857142857,0.9523809523809524,7.6190476190476195,,2.857142857142857,,82.85714285714286,2.857142857142857,,,,66.66666666666666,33.33333333333333,,,,,100.0,168670.0,0.0,-1.0,0.0,1.0,38535.925170068025,168670.0,5833451.0,WWW.ONTRACKROGUEVALLEY.ORG,148,6226314.0
278,23-7092671,National Council for Behavioral Health,Washington,DC,32.0,,12.5,6.25,,,,81.25,,,,,,,,,,,,8.0,12.5,12.5,,,,,75.0,,,,,,,,,,,,175.0,11.428571428571429,19.428571428571427,4.571428571428571,,,,60.0,2.857142857142857,,1.7142857142857144,,69.14285714285714,30.85714285714285,,,,,,332722.1666666667,367202.0,9.389881681835424,0.5714285714285714,0.4285714285714285,95951.8418972332,783739.0,29209765.0,WWW.THENATIONALCOUNCIL.ORG,267,73621661.0
279,23-7105149,Public Counsel,Los Angeles,CA,85.0,10.588235294117649,8.235294117647058,4.705882352941177,0.0,0.0,0.0,76.47058823529412,0.0,,0.0,0.0,40.0,60.0,0.0,0.0,0.0,,,5.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,20.0,,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,100.0,160.0,6.875000000000001,4.375,41.875,,,,35.625,5.625,,5.625,,74.375,21.875,1.25,2.5,,,,189748.8,192598.3333333333,1.4795212835002145,0.375,0.625,76777.7,260619.0,14578748.0,WWW.PUBLICCOUNSEL.ORG,178,17516532.0
280,23-7107958,Social Advocates for Youth San Diego Inc,San Diego,CA,13.0,7.6923076923076925,30.76923076923077,7.6923076923076925,,,,53.84615384615385,,,,,69.23076923076923,30.76923076923077,,,,,,37.0,8.108108108108109,8.108108108108109,32.432432432432435,,0.0,,45.94594594594595,5.405405405405405,,,,86.48648648648648,13.513513513513514,,,,,,377.0,10.610079575596815,10.344827586206897,45.35809018567639,,0.2652519893899204,,25.46419098143236,7.957559681697612,,,,80.90185676392572,19.098143236074268,,,,,,188761.5,0.0,-1.0,0.0,1.0,32353.356962025315,213774.0,13157099.0,WWW.SAYSANDIEGO.ORG,397,18306595.0
281,23-7112449,Paraquad Inc,Saint Louis,MO,18.0,11.11111111111111,16.666666666666664,,,,,72.22222222222221,,,,,44.44444444444444,55.55555555555556,,,,,100.0,7.0,,,,,,,100.0,,,,,71.42857142857143,28.57142857142857,,,,,100.0,66.0,7.575757575757576,15.151515151515152,7.575757575757576,,,,62.121212121212125,7.575757575757576,,,,68.18181818181817,31.818181818181817,,,,,,181094.0,212600.0,14.819379115710255,0.5,0.5,73569.73387096774,212600.0,9516341.0,WWW.PARAQUAD.ORG,126,14820531.0
282,23-7113824,Helpline Youth Counseling Inc,Whittier,CA,8.0,12.5,,37.5,,,,50.0,,,,,50.0,50.0,,,,,100.0,5.0,20.0,,60.0,,,,20.0,,,,,40.0,60.0,,,,,100.0,134.0,5.970149253731343,10.44776119402985,76.11940298507463,,0.7462686567164178,1.4925373134328357,5.223880597014925,,,,,67.91044776119402,32.08955223880597,,,,,100.0,0.0,172549.0,100.0,1.0,0.0,37715.76793248945,172549.0,9111186.0,WWW.HYCINC.ORG,238,11256000.0
283,23-7114952,Public Television 19 Inc,KANSAS CITY,MO,25.0,12.0,12.0,,,,,76.0,,,,,48.0,52.0,,,,,,8.0,,12.5,,,,,87.5,,,,,50.0,50.0,,,,,,59.0,1.694915254237288,11.864406779661016,6.779661016949152,,0.0,,79.66101694915254,0.0,,,,54.23728813559322,45.76271186440678,,,,,,0.0,304507.5,100.0,1.0,0.0,73554.6,443735.0,5390064.0,WWW.KANSASCITYPBS.ORG,67,14417252.0
284,23-7122879,Center for Science in the Public Interest,Washington,DC,15.0,13.333333333333334,13.333333333333334,,,,,73.33333333333333,,,,,,,,,,,,19.0,5.263157894736842,15.789473684210526,0.0,,0.0,,78.94736842105263,,,,,63.1578947368421,36.84210526315789,,,,,,53.0,3.7735849056603774,16.9811320754717,0.0,,0.0,,75.47169811320755,1.8867924528301887,,,1.8867924528301887,71.69811320754717,28.30188679245283,,,,,,198865.2,228265.0,12.879679320088488,0.2857142857142857,0.7142857142857143,86185.65217391304,273171.0,7397666.0,CSPINET.ORG,76,36719898.0
285,23-7122908,Riverbend School Inc,Natick,MA,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,,0.0,,85.71428571428571,14.285714285714285,,0.0,0.0,100.0,0.0,,,,,,54.0,5.555555555555555,5.555555555555555,7.4074074074074066,,0.0,,79.62962962962963,1.851851851851852,,,,,,,,,,,193263.5,0.0,-1.0,0.0,1.0,44435.62337662338,230648.0,3808070.0,RIVERBENDSCHOOL.ORG,79,6418307.0
286,23-7128309,Community Friendship Inc,Atlanta,GA,12.0,,25.0,,,,,75.0,,,,,66.66666666666666,33.33333333333333,,,,,,11.0,,72.72727272727273,,,,,27.27272727272727,,,,,100.0,,,,,,,113.0,0.8849557522123894,90.2654867256637,,,,,8.849557522123893,,,,,76.99115044247787,23.00884955752212,,,,,,0.0,194585.0,100.0,1.0,0.0,29222.281690140844,194585.0,4344149.0,WWW.COMMUNITYFRIENDSHIP.ORG,143,5578220.0
287,23-7140024,Jewish Community Center of Middlesex County,Edison,NJ,25.0,,,,,,,100.0,,,,,56.00000000000001,44.0,,,,,100.0,11.0,9.090909090909092,9.090909090909092,9.090909090909092,,0.0,,72.72727272727273,0.0,,0.0,0.0,72.72727272727273,27.27272727272727,0.0,0.0,0.0,0.0,100.0,65.0,12.307692307692308,6.153846153846154,4.615384615384616,,0.0,,76.92307692307693,0.0,,0.0,0.0,89.23076923076924,10.76923076923077,0.0,0.0,0.0,1.5384615384615383,98.46153846153848,158046.0,0.0,-1.0,0.0,1.0,10212.541666666666,158046.0,1138450.0,WWW.JCCMC.ORG,97,1911741.0
288,23-7178820,Valley Youth House Committee,Bethlehem,PA,44.0,2.272727272727273,15.909090909090908,6.8181818181818175,,,,75.0,,,,,34.090909090909086,65.9090909090909,,,,,100.0,16.0,,25.0,,,,,75.0,,,,,62.5,37.5,,,,,100.0,408.0,1.4705882352941175,25.98039215686275,8.088235294117647,,0.2450980392156862,,59.55882352941176,2.941176470588235,1.715686274509804,,,78.43137254901961,21.568627450980397,,,,,,168459.0,281462.5,40.1486876582138,0.4,0.6,35610.50615114236,365940.0,21330680.0,WWW.VALLEYYOUTHHOUSE.ORG,574,38836963.0
289,23-7181846,Family Paths Inc,OAKLAND,CA,7.0,14.285714285714285,28.57142857142857,28.57142857142857,,,,28.57142857142857,,,,,85.71428571428571,14.285714285714285,,,,,100.0,3.0,,,,,,,66.66666666666666,33.33333333333333,,,,66.66666666666666,33.33333333333333,,,,,100.0,82.0,6.097560975609756,19.51219512195122,25.60975609756097,,1.2195121951219512,,37.80487804878049,8.536585365853659,,,1.2195121951219512,86.58536585365853,13.414634146341465,,,,,,153775.0,0.0,-1.0,0.0,1.0,63233.66129032258,153775.0,4074262.0,www.familypaths.org,63,5449737.0
290,23-7218859,Community Child Care Coordinating Council of Alameda County,Hayward,CA,15.0,13.333333333333334,33.33333333333333,13.333333333333334,,,,26.666666666666668,13.333333333333334,,,,80.0,20.0,,,,,100.0,6.0,,33.33333333333333,,,,,66.66666666666666,,,,,83.33333333333334,16.666666666666664,,,,,100.0,60.0,,,,,,,,,,,,88.33333333333333,11.666666666666666,,,,,,203608.0,191923.0,-6.088379193739156,0.3333333333333333,0.6666666666666666,74705.5890410959,244064.0,6052647.0,www.4c-alameda.org,76,37609581.0
291,23-7222333,Trust for Public Land,SAN FRANCISCO,CA,21.0,,,4.761904761904762,,,,95.23809523809524,,,,,33.33333333333333,66.66666666666666,,,,,,45.0,13.333333333333334,2.2222222222222223,4.444444444444445,,0.0,,80.0,0.0,,,,35.55555555555556,64.44444444444444,,,,,,241.0,9.12863070539419,4.564315352697095,6.639004149377594,,,,76.76348547717843,2.904564315352697,,,,68.04979253112033,31.950207468879665,,,,,,275583.7777777777,238064.3,-15.760228550764548,0.5263157894736842,0.4736842105263157,102904.0606060606,526879.0,42215071.0,WWW.TPL.ORG,382,193309210.0
292,23-7232208,Project for Pride in Living Inc,Minneapolis,MN,25.0,0.0,40.0,0.0,,4.0,,56.00000000000001,0.0,,,,48.0,52.0,,,,,,6.0,,16.666666666666664,16.666666666666664,,,,66.66666666666666,,,,,33.33333333333333,66.66666666666666,,,,,100.0,195.0,10.76923076923077,32.82051282051282,8.205128205128204,,0.5128205128205128,,39.48717948717949,8.205128205128204,,,,67.17948717948717,31.794871794871792,,,1.0256410256410255,,,189684.0,241063.25,21.31359715759245,0.8,0.2,47550.895833333336,373613.0,14848595.0,WWW.PPL-INC.ORG,293,24975691.0
293,23-7245152,Ocean Conservancy Inc,WASHINGTON,DC,13.0,7.6923076923076925,,7.6923076923076925,,,,69.23076923076923,,,,2.0,46.15384615384615,38.46153846153847,,,15.384615384615383,,84.61538461538461,14.0,,7.142857142857142,14.285714285714285,,,,78.57142857142857,,,,,57.14285714285714,42.85714285714285,,,,,,155.0,5.161290322580645,13.548387096774196,10.32258064516129,,0.6451612903225806,,67.74193548387096,2.5806451612903225,,0.0,0.0,74.83870967741936,24.516129032258064,,0.6451612903225806,,,,262445.6923076923,213604.6,-22.8651875042449,0.2777777777777778,0.7222222222222222,112507.56488549618,619038.0,19218308.0,www.oceanconservancy.org,149,49652396.0
294,23-7275283,Echo Inc,North Fort Myers,FL,11.0,,9.090909090909092,,,,,90.9090909090909,,,,,36.36363636363637,63.63636363636363,,,,0.0,100.0,2.0,,,,,,,100.0,,,,,0.0,100.0,,,,0.0,100.0,85.0,21.176470588235293,24.705882352941178,2.3529411764705883,,,,49.41176470588236,2.3529411764705883,,,,47.05882352941176,52.94117647058824,,,,,,0.0,129959.5,100.0,1.0,0.0,40878.0,157845.0,2916989.0,www.echonet.org,67,5142945.0
295,23-7294685,New Star Inc,Chicago Heights,IL,15.0,,20.0,,,,,80.0,,,,,60.0,40.0,,,,,,9.0,,22.22222222222222,11.11111111111111,,,,66.66666666666666,,,,,66.66666666666666,33.33333333333333,,,,,,310.0,0.3225806451612903,53.5483870967742,7.096774193548387,,0.0,,23.225806451612904,3.548387096774193,,12.258064516129032,,80.3225806451613,19.67741935483871,,,,,,0.0,187197.5,100.0,1.0,0.0,29581.15681233933,193143.0,11881465.0,NEWSTARSERVICES.ORG,391,15946241.0
296,23-7303509,Childrens Hunger Alliance,Columbus,OH,32.0,0.0,6.25,0.0,9.375,0.0,0.0,84.375,0.0,,,,46.875,53.125,,,,,100.0,1.0,,,,,,,100.0,,,,,100.0,,,,,,100.0,50.0,4.0,14.000000000000002,12.0,0.0,0.0,0.0,62.0,4.0,,,4.0,72.0,24.0,,,4.0,,,241086.0,0.0,-1.0,0.0,1.0,34011.16279069767,241086.0,3166046.0,WWW.CHILDRENSHUNGERALLIANCE.ORG,87,15146880.0
297,23-7305963,American Rivers Inc,Washington,DC,23.0,4.3478260869565215,4.3478260869565215,4.3478260869565215,,4.3478260869565215,,60.86956521739131,,,,5.0,47.82608695652174,30.434782608695656,0.0,,21.73913043478261,0.0,78.26086956521739,14.0,7.142857142857142,7.142857142857142,,,,,85.71428571428571,,,,,57.14285714285714,42.85714285714285,,,,0.0,100.0,78.0,1.282051282051282,10.256410256410255,,,,,73.07692307692307,1.282051282051282,1.282051282051282,,12.82051282051282,53.84615384615385,33.33333333333333,,,12.82051282051282,0.0,87.17948717948718,175516.5,279636.0,37.23393983607261,0.2,0.8,82866.06666666667,279636.0,8439648.0,WWW.AMERICANRIVERS.ORG,95,18619634.0
298,23-7314808,National Health Foundation,Los Angeles,CA,7.0,,28.57142857142857,,,,14.285714285714285,57.14285714285714,,,,,42.85714285714285,57.14285714285714,,,,,100.0,7.0,14.285714285714285,14.285714285714285,28.57142857142857,,,,42.85714285714285,,,,,57.14285714285714,42.85714285714285,,,,,100.0,53.0,3.7735849056603774,15.09433962264151,45.28301886792453,,,,9.433962264150944,7.547169811320755,,,18.867924528301888,62.264150943396224,18.867924528301888,,,18.867924528301888,,81.13207547169812,216719.3333333333,819016.0,73.53905987998606,0.25,0.75,58251.35922330097,285529.0,6650048.0,WWW.NATIONALHEALTHFOUNDATION.ORG,107,11254179.0
299,23-7314838,Treepeople Inc,Beverly Hills,CA,24.0,,,,,,,,,,,,41.66666666666667,58.333333333333336,,,,,,15.0,,,33.33333333333333,,,,33.33333333333333,13.333333333333334,,20.0,,53.333333333333336,46.66666666666666,,,,,,104.0,3.8461538461538463,2.8846153846153846,35.57692307692308,,,0.9615384615384616,34.61538461538461,9.615384615384617,,12.5,,50.96153846153846,42.30769230769231,1.9230769230769231,4.807692307692308,,,,199319.5,0.0,-1.0,0.0,1.0,46072.82828282828,228343.0,4959849.0,WWW.TREEPEOPLE.ORG,101,11249621.0
300,23-7316001,Christopher House,CHICAGO,IL,19.0,,5.263157894736842,15.789473684210526,5.263157894736842,,,73.68421052631578,,,,,42.10526315789473,57.89473684210527,,,,,,8.0,,12.5,25.0,,,,50.0,12.5,,,,75.0,25.0,,,,,,247.0,4.048582995951417,29.959514170040485,38.05668016194332,,,,21.86234817813765,2.0242914979757085,,,4.048582995951417,76.92307692307693,16.194331983805668,,6.882591093117409,,,,181062.5,0.0,-1.0,0.0,1.0,45698.93906810036,192035.0,13112129.0,WWW.CHRISTOPHERHOUSE.ORG,281,19224620.0
301,23-7332048,San Diego Lesbian Gay Bisexual and Transgender Community Center ,San Diego,CA,11.0,9.090909090909092,18.181818181818183,36.36363636363637,,,,36.36363636363637,,,,,45.45454545454545,45.45454545454545,9.090909090909092,,,9.090909090909092,90.9090909090909,4.0,,,50.0,,,,50.0,,,,,100.0,,,,,,100.0,74.0,8.108108108108109,13.513513513513514,37.83783783783784,,,,36.48648648648648,4.054054054054054,,,,44.5945945945946,36.48648648648648,18.91891891891892,,,22.972972972972972,77.02702702702703,171505.0,0.0,-1.0,0.0,1.0,55817.56470588235,171505.0,4915998.0,www.thecentersd.org,86,10832966.0
302,23-7395681,Lambda Legal Defense and Education Fund Inc,NEW YORK,NY,34.0,8.823529411764707,17.647058823529413,11.76470588235294,,,,61.76470588235294,,,,,38.23529411764706,61.76470588235294,,,,8.823529411764707,91.17647058823528,18.0,5.555555555555555,16.666666666666664,11.11111111111111,,,,55.55555555555556,11.11111111111111,,,,50.0,44.44444444444444,,5.555555555555555,,5.555555555555555,94.44444444444444,88.0,6.8181818181818175,17.045454545454543,18.181818181818183,,1.1363636363636365,,50.0,3.4090909090909087,1.1363636363636365,,2.272727272727273,38.63636363636363,50.0,5.681818181818182,4.545454545454546,1.1363636363636365,11.363636363636363,88.63636363636364,219650.66666666663,298739.25,26.47411859450452,0.4,0.6,93123.13178294574,445357.0,14525745.0,WWW.LAMBDALEGAL.ORG,139,21934531.0
303,23-7396710,Glenwood Inc,Birmingham,AL,33.0,0.0,15.151515151515152,0.0,,0.0,,84.84848484848484,0.0,,,,,,,,,,,8.0,0.0,25.0,0.0,,0.0,,75.0,0.0,,,,62.5,37.5,,,,,,418.0,0.2392344497607655,58.3732057416268,0.4784688995215311,,0.4784688995215311,,33.25358851674641,2.392344497607656,,,4.784688995215311,68.18181818181817,29.66507177033493,,,2.15311004784689,,,0.0,181958.0,100.0,1.0,0.0,39665.57269503546,216152.0,22735299.0,WWW.GLENWOOD.ORG,566,28253913.0
304,23-7416272,Samaritan House,San Mateo,CA,20.0,25.0,10.0,20.0,,,,45.0,,,,,55.00000000000001,45.0,,,,,,5.0,20.0,,20.0,,,,40.0,20.0,,,,80.0,20.0,,,,,,105.0,15.23809523809524,15.23809523809524,40.95238095238095,,,,18.09523809523809,8.571428571428571,,1.9047619047619049,,60.0,39.04761904761905,,0.9523809523809524,,,,170673.0,223302.5,23.56870164910828,0.4,0.6,66364.49579831933,243407.0,8855999.0,WWW.SAMARITANHOUSESANMATEO.ORG,124,30369685.0
305,23-7421892,Solid Ground Washington ,Seattle,WA,13.0,15.384615384615383,15.384615384615383,,,,,69.23076923076923,,,,,,,,,100.0,,,6.0,16.666666666666664,,,,,,66.66666666666666,16.666666666666664,,,,,,,,100.0,,,234.0,8.974358974358974,32.05128205128205,7.264957264957266,,0.0,,44.87179487179488,6.837606837606838,,,,52.991452991453,46.58119658119658,0.4273504273504274,,,,,175511.5,0.0,-1.0,0.0,1.0,50477.30434782609,196866.0,16604715.0,WWW.SOLID-GROUND.ORG,324,29222210.0
306,23-7427817,Orlando Ballet Inc,Orlando,FL,22.0,4.545454545454546,4.545454545454546,9.090909090909092,,,,81.81818181818183,,,,,68.18181818181817,31.818181818181817,,,,,,11.0,,9.090909090909092,,,,,90.9090909090909,,,,,63.63636363636363,36.36363636363637,,,,,,61.0,3.278688524590164,8.19672131147541,16.39344262295082,,,,72.1311475409836,,,,,68.85245901639344,31.14754098360656,,,,,,0.0,151193.0,100.0,1.0,0.0,24651.491803278688,151193.0,3158675.0,ORLANDOBALLET.ORG,123,8811426.0
307,23-7442304,Youth Emergency Services & Shelter of Iowa,Des Moines,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,0.0,12.727272727272728,7.272727272727272,,0.0,,76.36363636363637,1.818181818181818,,1.818181818181818,,67.27272727272727,32.72727272727273,,,,,,182968.0,0.0,-1.0,0.0,1.0,15806.955357142857,182968.0,3723726.0,WWW.YESSIOWA.ORG,225,5901290.0
308,25-0965407,Jewish Family & Childrens Service,Pittsburgh,PA,22.0,4.545454545454546,4.545454545454546,,,,,90.9090909090909,,,,,50.0,50.0,,,,,,11.0,,9.090909090909092,9.090909090909092,,,,81.81818181818183,,,,,72.72727272727273,27.27272727272727,,,,,,119.0,1.680672268907563,12.605042016806722,5.88235294117647,,,,63.02521008403361,16.80672268907563,,,,,,,,,,,157252.0,195660.0,19.62997035674129,0.5,0.5,32786.32941176471,195660.0,5926588.0,WWW.JFCSPGH.ORG,172,12787096.0
309,25-1126094,Girl Scouts Western Pennsylvania Inc,Pittsburgh,PA,21.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,66.66666666666666,0.0,,5.0,0.0,85.71428571428571,14.285714285714285,,,,,,14.0,,7.142857142857142,,,,,92.85714285714286,,,,,85.71428571428571,14.285714285714285,,,,,,107.0,0.9345794392523364,10.2803738317757,0.9345794392523364,,0.0,,87.85046728971963,0.0,,0.0,,86.91588785046729,13.084112149532707,,,,,,267841.0,0.0,-1.0,0.0,1.0,39431.313609467456,267841.0,6931733.0,WWW.GSWPA.ORG,170,10713817.0
310,25-1198158,Child Development Centers Inc,Erie,PA,9.0,,22.22222222222222,,,,,77.77777777777779,,,,,55.55555555555556,44.44444444444444,,,,,,4.0,,,,,,,100.0,,,,,50.0,50.0,,,,,,401.0,0.4987531172069825,6.982543640897755,2.9925187032418954,,,,87.28179551122194,2.244389027431421,,,,88.02992518703242,11.970074812967582,,,,,,323661.0,198614.0,-62.959811493651,0.5,0.5,33149.82978723404,323661.0,19218779.0,WWW.CDCENTERS.ORG,566,26993736.0
311,25-1203882,Chartiers Center,Bridgeville,PA,,,,,,,,,,,,,,,,,,,,9.0,11.11111111111111,,,,,,88.88888888888889,,,,,77.77777777777779,22.22222222222222,,,,,,110.0,1.818181818181818,10.909090909090908,1.818181818181818,,,,85.45454545454545,,,,,70.9090909090909,29.09090909090909,,,,,,221255.0,0.0,-1.0,0.0,1.0,35130.7106918239,276512.0,6028293.0,WWW.CHARTIERSCENTER.ORG,161,10619948.0
312,25-1209266,Familylinks Inc,Pittsburgh,PA,20.0,,15.0,,,,,85.0,,,,,55.00000000000001,45.0,,,,,100.0,15.0,,20.0,,,,,80.0,,,,,73.33333333333333,26.666666666666668,,,,,100.0,330.0,0.6060606060606061,36.06060606060606,,,0.303030303030303,,59.09090909090909,3.939393939393939,,,,72.12121212121212,27.87878787878788,,,,,,194547.66666666663,315594.0,38.355080683832185,0.25,0.75,35354.9589977221,315594.0,16420064.0,WWW.FAMILYLINKS.ORG,443,33712828.0
