,ein,org_name,city,state_code,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue
0,01-0482628,Jobs for Maines Graduates Inc,Augusta,ME,24.0,,,4.166666666666666,,4.166666666666666,,91.66666666666666,,,,,50.0,50.0,,,,,,10.0,,,,,,,100.0,,,,,50.0,50.0,,,,,100.0,180.0,0.5555555555555556,1.6666666666666667,3.333333333333333,,0.5555555555555556,,90.55555555555556,3.333333333333333,,,,63.33333333333333,36.66666666666666,,,,,,235674.0,213760.5,-10.25142624572828,0.6666666666666666,0.3333333333333333,,0.0,11309773.0,www.jmg.org,179,14678045.0
1,01-0504905,Gulf of Maine Research Institute,Portland,ME,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,62.5,37.5,,,,,,85.0,3.5294117647058822,1.1764705882352942,1.1764705882352942,1.1764705882352942,0.0,0.0,80.0,0.0,,4.705882352941177,8.235294117647058,,,,,,,,166264.6,391879.25,57.57249203676898,0.4444444444444444,0.5555555555555556,41375.18320610687,977818.0,7818989.0,WWW.GMRI.ORG,140,15490107.0
2,01-0566033,Israel Emergency Alliance,Los Angeles,CA,42.0,,,,,,,100.0,,,,,42.85714285714285,57.14285714285714,,,,,100.0,21.0,,,4.761904761904762,,,,95.23809523809524,,,,,57.14285714285714,42.85714285714285,,,,,,124.0,,2.419354838709677,4.838709677419355,,,,91.93548387096774,0.8064516129032258,,,,65.32258064516128,34.67741935483871,,,,,,244368.0,223184.66666666663,-9.49139277787901,0.6,0.4,70751.83928571429,289536.0,9082496.0,WWW.STANDWITHUS.COM,117,23212771.0
3,01-0679337,San Francisco Foundation,San Francisco,CA,12.0,16.666666666666664,33.33333333333333,8.333333333333332,,0.0,,25.0,8.333333333333332,8.333333333333332,,,41.66666666666667,58.333333333333336,,,,0.0,100.0,7.0,14.285714285714285,28.57142857142857,14.285714285714285,,0.0,,42.85714285714285,0.0,,0.0,0.0,57.14285714285714,42.85714285714285,,,,,,74.0,20.27027027027027,20.27027027027027,17.56756756756757,,,,28.37837837837838,9.45945945945946,4.054054054054054,,,75.67567567567568,24.324324324324326,0.0,0.0,0.0,,,277451.28571428574,364519.3333333333,23.8857145992387,0.3,0.7,107110.19658119658,565279.0,15567610.0,WWW.SFF.ORG,127,297436709.0
4,01-6000802,Portland Public Library,Portland,ME,18.0,,,,,,,,,,,,50.0,50.0,,,,,,4.0,,,,,,,,,,,,100.0,,,,,,,56.0,1.7857142857142856,3.571428571428571,3.571428571428571,,,,89.28571428571429,,,,1.7857142857142856,,,,,,,,151670.0,0.0,-1.0,0.0,1.0,36858.9587628866,151670.0,3726989.0,www.portlandlibrary.com,98,9283612.0
5,01-6021200,Midcoast Humane,Brunswick,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,100.0,,,123318.0,0.0,-1.0,0.0,1.0,25683.96,123318.0,1407516.0,www.midcoasthumane.org,51,4016788.0
6,02-0259874,Boys & Girls Club of Central New Hampshire Inc,Concord,NH,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,66.66666666666666,,,33.33333333333333,,,,,,,,,120.0,,5.833333333333333,1.6666666666666667,,,,49.16666666666666,1.6666666666666667,,41.66666666666667,,,,,,,,,0.0,151912.0,100.0,1.0,0.0,23658.98253275109,151912.0,5569819.0,WWW.NHYOUTH.ORG,230,8851535.0
7,02-0261932,Holt-Elwell Memorial Foundation,Hebron,NH,20.0,5.0,10.0,5.0,,,,70.0,10.0,,,,20.0,80.0,,,,,100.0,5.0,,,,,,,100.0,,,,,40.0,60.0,,,,,100.0,50.0,4.0,4.0,24.0,,,,60.0,8.0,,,,20.0,76.0,4.0,,,,100.0,0.0,152326.0,100.0,1.0,0.0,8340.19642857143,152326.0,619377.0,WWW.MOWGLIS.ORG,57,1605719.0
8,02-0458174,Amoskeag Health,MANCHESTER,NH,16.0,12.5,6.25,12.5,,,,68.75,,,,,50.0,50.0,,,,,,5.0,,,,,,,100.0,,,,,80.0,20.0,,,,,,247.0,6.477732793522267,3.238866396761133,19.4331983805668,,0.8097165991902834,,68.42105263157895,1.214574898785425,,0.4048582995951417,,89.87854251012146,10.121457489878544,,,,,,217750.5,315292.5,30.936987083422533,0.25,0.75,47976.425531914894,333173.0,17721332.0,www.amoskeaghealth.org,337,24250570.0
9,02-0784790,Fii - National,Oakland,CA,11.0,,,,,,,,,,,,36.36363636363637,63.63636363636363,,,,,,4.0,50.0,25.0,0.0,,,,25.0,0.0,,,,75.0,25.0,,,,,,59.0,15.254237288135592,28.8135593220339,16.94915254237288,,,,25.42372881355932,6.779661016949152,,6.779661016949152,,67.79661016949152,28.8135593220339,3.389830508474576,,,,,160044.25,213224.3333333333,24.94090730732734,0.4285714285714285,0.5714285714285714,91341.5625,271317.0,5664245.0,WWW.UPTOGETHER.ORG,55,76416139.0
10,02-6006033,Granite United Way,Manchester,NH,28.0,7.142857142857142,,3.571428571428571,,,,64.28571428571429,,,,7.0,42.85714285714285,57.14285714285714,,,,,,4.0,,,,,,,,,,,100.0,50.0,50.0,,,,,,60.0,,,,,,,,,,,100.0,,,,,100.0,,,0.0,228797.0,100.0,1.0,0.0,50481.0,228797.0,4216796.0,WWW.GRANITEUW.ORG,80,19030593.0
11,03-0284103,Aspire Living & Learning Inc,Barre,VT,7.0,,14.285714285714285,,,,,85.71428571428571,,,,,57.14285714285714,42.85714285714285,,,,,,6.0,,,,,,,100.0,,,,,66.66666666666666,33.33333333333333,,,,,,1200.0,1.7500000000000002,37.41666666666666,5.25,,,,46.75,1.0833333333333337,,7.75,,69.83333333333334,30.166666666666668,,,,,,163075.83333333334,187420.8,12.989468973916791,0.4545454545454545,0.5454545454545454,35451.85055230669,224677.0,56475957.0,WWW.ALLINC.ORG,1550,84691072.0
12,03-0335768,Tri-Valley Transit Inc,Middlebury,VT,7.0,,,,,,,,,,7.0,,28.57142857142857,71.42857142857143,,,,,,7.0,,,,,,,100.0,,,,,57.14285714285714,42.85714285714285,,,,,,60.0,,,1.6666666666666667,,,,91.66666666666666,,,6.666666666666667,,,,,,,,,0.0,159557.0,100.0,1.0,0.0,51516.01538461538,159557.0,3508098.0,WWW.TRIVALLEYTRANSIT.ORG,66,7100109.0
13,04-2103597,Massachusetts Society for the Prevention of Cruelty To Animals,BOSTON,MA,17.0,,,,,5.88235294117647,,94.11764705882352,,,,,70.58823529411765,29.411764705882355,,,,,100.0,5.0,,,,,,,100.0,,,,,60.0,40.0,,,,,100.0,679.0,5.44918998527246,2.503681885125184,5.743740795287187,,0.2945508100147275,,83.06332842415317,2.798232695139912,,0.1472754050073637,,85.41973490427098,14.580265095729017,,,,,,393661.8333333333,466834.8,15.674274211491232,0.4545454545454545,0.5454545454545454,64618.35260770975,727391.0,61689532.0,WWW.MSPCA.ORG,893,95955811.0
14,04-2103979,Catholic Charities Diocese of Worcester Inc,Worcester,MA,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,100.0,,,,,100.0,,,,250.0,,,,,,,,,,100.0,,,,,100.0,,,,0.0,152052.0,100.0,1.0,0.0,18468.16515837104,152052.0,8314981.0,WWW.CCWORC.ORG,443,11466472.0
15,04-2104057,Bridges Homeward Inc,CAMBRIDGE,MA,19.0,5.263157894736842,15.789473684210526,5.263157894736842,,,,73.68421052631578,,,,,73.68421052631578,26.31578947368421,,,,,,7.0,,28.57142857142857,,,,,71.42857142857143,,,,,71.42857142857143,28.57142857142857,,,,,,55.0,1.818181818181818,9.090909090909092,,25.454545454545453,0.0,0.0,41.81818181818181,7.272727272727272,,1.818181818181818,12.727272727272728,76.36363636363637,9.090909090909092,1.818181818181818,1.818181818181818,10.909090909090908,,,0.0,207076.0,100.0,1.0,0.0,31544.407142857144,207076.0,4623293.0,WWW.BRIDGESHOMEWARD.ORG,141,7257009.0
16,04-2104754,Child & Family Services Inc,New Bedford,MA,12.0,0.0,25.0,8.333333333333332,,0.0,,66.66666666666666,0.0,,0.0,0.0,41.66666666666667,58.333333333333336,,,,,,66.0,0.0,7.575757575757576,3.0303030303030303,,0.0,,83.33333333333334,6.0606060606060606,,,,83.33333333333334,16.666666666666664,,,,,,456.0,0.8771929824561403,10.307017543859647,8.991228070175438,,0.0,,72.36842105263158,4.166666666666666,,0.4385964912280701,2.850877192982456,,,,,,,,236318.0,178886.5,-32.10499394867695,0.6666666666666666,0.3333333333333333,41690.74827586207,236318.0,24774725.0,WWW.CHILD-FAMILYSERVICES.ORG,583,37057328.0
17,04-2104757,New England Historic Genealogical Society Inc,BOSTON,MA,25.0,,,,,,,,,,,,40.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,88.09523809523809,,11.904761904761903,,,66.66666666666666,32.142857142857146,1.1904761904761905,,,,,155719.0,270899.6666666667,42.51783255547257,0.8571428571428571,0.1428571428571428,71650.10869565218,514865.0,8372927.0,AMERICANANCESTORS.ORG,99,13569592.0
18,04-2105756,Familyaid Boston Inc,Jamaica Plain,MA,17.0,,11.76470588235294,5.88235294117647,,,,82.35294117647058,,,,,29.411764705882355,70.58823529411765,,,,0.0,100.0,5.0,,20.0,20.0,,,,60.0,,,,,80.0,20.0,,,,,100.0,96.0,3.125,45.83333333333333,19.791666666666664,,,,31.25,,,,,,,,,100.0,,,162583.0,203741.0,20.201137718966727,0.3333333333333333,0.6666666666666666,50125.234375,203741.0,6944937.0,WWW.FAMILYAIDBOSTON.ORG,131,14637192.0
19,04-2106173,Carroll Center for the Blind Inc,Newton,MA,18.0,,5.555555555555555,,,,,94.44444444444444,,,,,33.33333333333333,66.66666666666666,,,,,,5.0,,,,,,,100.0,,,,,40.0,60.0,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,0.0,349306.0,100.0,1.0,0.0,37940.44852941176,349306.0,5509207.0,WWW.CARROLL.ORG,137,7857415.0
20,04-2106765,Morgan Memorial Goodwill Industries Inc,Roxbury,MA,12.0,8.333333333333332,16.666666666666664,8.333333333333332,,,,66.66666666666666,,,,,50.0,50.0,,,,,,5.0,,,,,,,100.0,,,,,80.0,20.0,,,,,,483.0,3.312629399585921,30.434782608695656,23.395445134575567,,0.2070393374741201,,39.54451345755693,2.898550724637681,,0.2070393374741201,,64.80331262939958,35.196687370600415,,,,,,362349.3333333333,202177.0,-79.22381543564961,0.5,0.5,27822.558983666066,625717.0,17023809.0,WWW.GOODWILLMASS.ORG,557,36409751.0
21,04-2171186,Walker Inc,Needham,MA,,,,,,,,,,,,,,,,,,,,8.0,25.0,0.0,0.0,,,,62.5,0.0,,12.5,,,,,,,,,254.0,2.3622047244094486,20.866141732283463,9.05511811023622,,0.7874015748031495,,53.14960629921261,1.968503937007874,,11.811023622047244,,,,,,,,,196828.6,251221.0,21.65121546367541,0.2857142857142857,0.7142857142857143,36931.67175572519,351187.0,16000732.0,WWW.WALKERCARES.ORG,400,27525942.0
22,04-2226199,The Arc of Opportunity in North Central Massachusetts Inc,Fitchburg,MA,10.0,,,,,,,90.0,10.0,,,,30.0,60.0,10.0,,,,80.0,6.0,,16.666666666666664,,16.666666666666664,,,50.0,16.666666666666664,,,,50.0,50.0,,,,,100.0,235.0,0.851063829787234,42.12765957446808,5.957446808510639,,0.425531914893617,0.851063829787234,22.97872340425532,2.127659574468085,,5.106382978723404,19.574468085106385,42.12765957446808,45.53191489361702,,3.404255319148936,8.936170212765958,0.0,71.06382978723404,196186.0,0.0,-1.0,0.0,1.0,32600.96569920844,216120.0,12748138.0,arcofopportunity.org,381,18583549.0
23,04-2387225,Boys and Girls Clubs of Metrowest Inc,MARLBOROUGH,MA,18.0,5.555555555555555,16.666666666666664,5.555555555555555,,,,72.22222222222221,,,,,55.55555555555556,44.44444444444444,,,,,100.0,4.0,,,,,,,100.0,,,,,75.0,25.0,,,,,100.0,107.0,,19.626168224299064,13.084112149532707,,,,46.728971962616825,20.5607476635514,,,,54.20560747663551,45.794392523364486,,,,,,0.0,151934.0,100.0,1.0,0.0,14116.93893129771,151934.0,2001253.0,WWW.BGCMETROWEST.ORG,132,3792862.0
24,04-2393108,Charles River Association for Retarded Citizens Inc,Needham,MA,16.0,,,,,,,,,,,,37.5,62.5,,,,,,5.0,,,,,,,,,,,,40.0,60.0,,,,,,522.0,1.9157088122605364,58.42911877394637,3.6398467432950192,,0.1915708812260536,,34.67432950191571,1.1494252873563218,,,,,,,,,,,236787.5,0.0,-1.0,0.0,1.0,39786.15780730897,319040.0,24424842.0,CHARLESRIVERCENTER.ORG,604,32274247.0
25,04-2430193,Willie Ross School for the Deaf Inc,Longmeadow,MA,22.0,,,,,,,40.909090909090914,,,13.0,,22.727272727272727,18.181818181818183,,59.09090909090909,,,36.36363636363637,7.0,,,,,,,71.42857142857143,,,28.57142857142857,,42.85714285714285,28.57142857142857,,28.57142857142857,,,14.285714285714285,65.0,3.076923076923077,,3.076923076923077,,,,33.84615384615385,1.5384615384615383,,58.46153846153847,,35.38461538461539,3.076923076923077,1.5384615384615383,60.0,,1.5384615384615383,1.5384615384615383,0.0,167022.0,100.0,1.0,0.0,47215.90243902439,167022.0,4038726.0,WWW.WILLIEROSSSCHOOL.ORG,83,4971017.0
26,04-2448579,Hope House Inc,BOSTON,MA,11.0,,,,,,,,,,,,18.181818181818183,81.81818181818183,,,,,,7.0,,28.57142857142857,14.285714285714285,,,,42.85714285714285,,,,14.285714285714285,57.14285714285714,42.85714285714285,,,,,,65.0,6.153846153846154,36.92307692307693,12.307692307692308,,1.5384615384615383,,29.230769230769237,3.076923076923077,,,10.76923076923077,,,,,,,,0.0,177707.0,100.0,1.0,0.0,55514.66666666666,177707.0,3675131.0,WWW.HOPEHOUSEBOSTON.ORG,64,6395082.0
27,04-2488502,National Consumer Law Center Inc,Boston,MA,11.0,9.090909090909092,27.27272727272727,18.181818181818183,,,,45.45454545454545,,,,,54.54545454545454,45.45454545454545,,,,,100.0,7.0,,14.285714285714285,,,,,85.71428571428571,,,,,57.14285714285714,42.85714285714285,,,,,,51.0,7.84313725490196,3.92156862745098,,,,,58.82352941176471,1.96078431372549,,27.450980392156865,,58.82352941176471,39.21568627450981,1.96078431372549,,,,,198045.25,211719.0,6.4584425582966105,0.5555555555555556,0.4444444444444444,102055.26984126984,266478.0,8280258.0,WWW.NCLC.ORG,72,12110427.0
28,04-2518368,Way Finders Inc,Springfield,MA,21.0,,19.047619047619047,14.285714285714285,,,,57.14285714285714,9.523809523809524,,,,57.14285714285714,42.85714285714285,,,,,,8.0,12.5,50.0,12.5,,,,25.0,,,,,75.0,25.0,,,,,,297.0,1.3468013468013469,13.804713804713806,50.84175084175085,,,,30.303030303030305,3.0303030303030303,,,0.6734006734006733,71.38047138047138,28.619528619528616,,,,,,173238.0,182268.0,4.954243202317467,0.5,0.5,45700.80661577608,235024.0,19026935.0,WWW.WAYFINDERS.ORG,399,168594430.0
29,04-2518575,Bay Cove Human Services Inc,Boston,MA,20.0,10.0,10.0,,,,,80.0,,,,,35.0,65.0,,,,,,6.0,0.0,0.0,16.666666666666664,,0.0,,83.33333333333334,,,,,50.0,50.0,,,,,100.0,1977.0,2.832574607991907,56.499747091552855,6.474456246838645,,0.7081436519979768,,28.072837632776935,2.8831562974203337,,2.5290844714213456,,66.66666666666666,33.33333333333333,,,,,,213010.3333333333,302635.0,29.61477247068801,0.3333333333333333,0.6666666666666666,44642.94867008866,391676.0,97855806.0,WWW.BAYCOVE.ORG,2152,138026534.0
30,04-2535767,Union of Concerned Scientists Inc,CAMBRIDGE,MA,19.0,,15.789473684210526,0.0,,,,84.21052631578947,,,,,31.57894736842105,68.42105263157895,,,,,,25.0,4.0,,,,,,88.0,8.0,,,,56.00000000000001,44.0,,,,,,234.0,8.11965811965812,6.837606837606838,8.11965811965812,,0.8547008547008548,,70.08547008547008,5.982905982905983,,,,65.38461538461539,33.76068376068376,0.8547008547008548,,,,,337331.8333333333,260891.16666666663,-29.299829366907144,0.5,0.5,113832.69264069264,630877.0,29884690.0,WWW.UCSUSA.ORG,243,48698312.0
31,04-2562646,Mystic Valley Elder Services Inc,Malden,MA,26.0,,3.8461538461538463,3.8461538461538463,,,,92.3076923076923,,,,,69.23076923076923,30.76923076923077,,,,,100.0,11.0,,,,,,,100.0,,,,,81.81818181818183,18.181818181818183,,,,,100.0,324.0,6.172839506172839,10.493827160493826,11.419753086419751,,0.0,,71.29629629629629,0.6172839506172839,,0.0,0.0,,,,,,,,226049.0,232922.3333333333,2.950912106610648,0.75,0.25,51580.346666666665,345888.0,20267446.0,WWW.MVES.ORG,379,94729966.0
32,04-2678774,Codman Square Health Center Inc,DORCHESTER,MA,14.0,7.142857142857142,42.85714285714285,0.0,,0.0,,50.0,,,,,42.85714285714285,57.14285714285714,,,,,,7.0,14.285714285714285,42.85714285714285,14.285714285714285,,0.0,,28.57142857142857,,,,,57.14285714285714,42.85714285714285,,,,,,316.0,0.949367088607595,66.45569620253164,4.113924050632911,,0.0,,23.734177215189877,4.746835443037975,,0.0,0.0,84.49367088607595,15.50632911392405,,,,,,232515.8333333333,230195.4,-1.0080276727221087,0.4545454545454545,0.5454545454545454,54898.78450363196,355189.0,25219270.0,WWW.CODMAN.ORG,424,56129648.0
33,04-2698497,Planned Parenthood League of Massachusetts Inc,Boston,MA,21.0,9.523809523809524,23.809523809523807,,,0.0,,57.14285714285714,9.523809523809524,,,,76.19047619047619,14.285714285714285,4.761904761904762,4.761904761904762,,14.285714285714285,80.95238095238095,,,,,,,,,,,,,,,,,,,,249.0,5.622489959839357,6.827309236947792,,,0.4016064257028112,,46.98795180722892,5.220883534136546,,30.923694779116467,4.016064257028113,49.39759036144578,3.212851405622489,4.016064257028113,42.16867469879519,1.2048192771084338,,,239932.75,227487.5,-5.470740150557723,0.3333333333333333,0.6666666666666666,39443.54682779456,411509.0,14470520.0,WWW.PPLM.ORG,337,31439793.0
34,04-2708824,Greater Lawrence Family Health Center Inc,METHUEN,MA,15.0,,6.666666666666667,33.33333333333333,,,,60.0,,,,,46.66666666666666,46.66666666666666,,,6.666666666666667,,,7.0,14.285714285714285,14.285714285714285,,,,,71.42857142857143,,,,,57.14285714285714,42.85714285714285,,,,,,740.0,4.594594594594595,2.027027027027027,59.32432432432433,,0.0,,31.756756756756754,1.4864864864864866,,0.8108108108108109,0.0,84.5945945945946,15.405405405405409,,,,,,277114.28571428574,274288.8571428572,-1.030092363525004,0.5,0.5,62096.33049946865,400684.0,62292469.0,WWW.GLFHC.ORG,955,81574063.0
35,04-2730898,Jewish Family Service of Metrowest Inc,FRAMINGHAM,MA,33.0,3.0303030303030303,6.0606060606060606,12.12121212121212,3.0303030303030303,,,69.6969696969697,,6.0606060606060606,,,42.42424242424242,57.57575757575758,,,,,,5.0,,,,,,,80.0,20.0,,,,80.0,20.0,,,,,100.0,70.0,2.857142857142857,2.857142857142857,47.14285714285714,2.857142857142857,,,41.42857142857143,1.4285714285714286,1.4285714285714286,,,88.57142857142857,11.428571428571429,,,,,,0.0,247316.0,100.0,1.0,0.0,34616.34328358209,247316.0,2566611.0,WWW.JFSMW.ORG,68,5182864.0
36,04-2775991,Metropolitan Boston Housing Partnership Inc,Roxbury Crossing,MA,25.0,4.0,12.0,20.0,,,,60.0,4.0,,,,52.0,48.0,,,,,,10.0,0.0,20.0,10.0,,,,70.0,,,,,60.0,40.0,,,,,,241.0,7.053941908713693,32.780082987551864,24.896265560165972,,,,29.87551867219917,5.394190871369295,,,,74.27385892116183,25.72614107883817,,,,,,156356.0,230454.0,32.15305440565145,0.3333333333333333,0.6666666666666666,62838.28472222222,230454.0,18640592.0,WWW.METROHOUSINGBOSTON.ORG,291,464356613.0
37,04-3005094,Woodwell Climate Research Center,Falmouth,MA,26.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,,,,69.23076923076923,7.6923076923076925,,,,26.923076923076923,73.07692307692307,,,,,,8.0,,,,,,,100.0,,,,,50.0,50.0,,,,,100.0,117.0,5.982905982905983,3.418803418803419,10.256410256410255,,0.8547008547008548,,73.50427350427351,5.128205128205128,,0.8547008547008548,,59.82905982905983,40.17094017094017,,,,,,216649.0,261310.0,17.09119436684398,0.7777777777777778,0.2222222222222222,114501.8108108108,460886.0,10735602.0,WOODWELLCLIMATE.ORG,83,47265255.0
38,04-3007211,Vietnam Veterans Workshop Inc,Boston,MA,,,,,,,,,,,,,,,,,,,,21.0,4.761904761904762,19.047619047619047,4.761904761904762,,,,66.66666666666666,4.761904761904762,,,,38.095238095238095,61.90476190476191,,,,,,95.0,3.1578947368421053,31.57894736842105,6.315789473684211,,,,55.78947368421052,3.1578947368421053,,,,53.68421052631579,46.31578947368421,,,,,,195619.3333333333,228936.0,14.552829902971425,0.5,0.5,44311.879310344826,285639.0,6413844.0,NECHV.ORG,122,11943137.0
39,04-3098024,Veterans Inc,Worcester,MA,,,,,,,,,,,,,,,,,,,,24.0,0.0,4.166666666666666,12.5,,4.166666666666666,,79.16666666666666,0.0,,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,,,180.0,1.1111111111111112,12.777777777777777,10.0,,1.6666666666666667,,71.11111111111111,2.2222222222222223,,0.5555555555555556,0.5555555555555556,48.333333333333336,51.66666666666667,0.0,0.0,0.0,,,174779.0,214919.5,18.676993013663253,0.6666666666666666,0.3333333333333333,50533.32352941176,226477.0,9195283.0,WWW.VETERANSINC.ORG,173,18440204.0
40,04-3172401,The Housing Partnership Network Inc,Boston,MA,19.0,,10.526315789473683,10.526315789473683,,,,78.94736842105263,,,,,42.10526315789473,57.89473684210527,,,,,,21.0,9.523809523809524,14.285714285714285,4.761904761904762,,,,66.66666666666666,4.761904761904762,,,,47.61904761904761,52.38095238095239,,,,,,54.0,12.962962962962962,20.37037037037037,5.555555555555555,,,,57.407407407407405,3.7037037037037033,,,,59.25925925925925,40.74074074074074,,,,,,318318.0,335318.375,5.069920489743516,0.7272727272727273,0.2727272727272727,89006.90196078431,431730.0,8176853.0,HOUSINGPARTNERSHIP.NET,62,12049370.0
41,04-3182053,The B E L L Foundation Inc,WESTWOOD,MA,11.0,0.0,9.090909090909092,9.090909090909092,,,,81.81818181818183,,,,,45.45454545454545,54.54545454545454,,,,,,8.0,,12.5,12.5,,,,75.0,,,,,50.0,50.0,,,,,,82.0,7.317073170731707,18.29268292682927,7.317073170731707,,,,65.85365853658537,1.2195121951219512,,,,63.41463414634146,36.58536585365854,,,,,,289983.8,299980.5,3.332449942579605,0.2857142857142857,0.7142857142857143,36920.25766871166,390972.0,8067882.0,WWW.BELLXCEL.ORG,170,19692109.0
42,04-3252955,Per Scholas Inc,Bronx,NY,21.0,,19.047619047619047,4.761904761904762,,,,76.19047619047619,,,,,28.57142857142857,71.42857142857143,,,,,,10.0,,30.0,20.0,,,,40.0,10.0,,,,50.0,50.0,,,,,,338.0,9.467455621301776,39.349112426035504,14.201183431952662,,,,29.88165680473373,6.804733727810651,,,0.2958579881656805,51.18343195266272,48.81656804733728,,,,,,209742.75,235810.25,11.054438897376174,0.5,0.5,47495.96103896104,359849.0,23725346.0,WWW.PERSCHOLAS.ORG,470,45563468.0
43,04-3391788,Epiphany School Inc,Dorchester Center,MA,27.0,,14.814814814814811,3.7037037037037033,,,,81.48148148148148,,,,,62.96296296296296,37.03703703703704,,,,,100.0,4.0,,50.0,,,,,50.0,,,,,75.0,25.0,,,,,100.0,60.0,1.6666666666666667,51.66666666666667,8.333333333333332,,,,36.66666666666666,1.6666666666666667,,,,70.0,28.33333333333333,1.6666666666666667,,,1.6666666666666667,98.33333333333331,157756.0,0.0,-1.0,0.0,1.0,43827.17857142857,162605.0,3996995.0,WWW.EPIPHANYSCHOOL.COM,86,7545393.0
44,04-3490827,Mainstay Supportive Housing & Home Care,Newton,MA,7.0,,14.285714285714285,,,,,85.71428571428571,,,,,57.14285714285714,42.85714285714285,,,,,,5.0,,20.0,,,,,80.0,,,,,40.0,40.0,,20.0,,,,72.0,2.7777777777777777,45.83333333333333,12.5,,0.0,,38.88888888888889,0.0,,,,62.5,37.5,,,,,,0.0,250000.0,100.0,1.0,0.0,19845.66153846154,250000.0,1539968.0,WWW.MAINSTAYLIVING.ORG,66,2101971.0
45,04-3512550,Clean Air Task Force Inc,Boston,MA,9.0,,11.11111111111111,,,,,88.88888888888889,,,,,44.44444444444444,55.55555555555556,,,,,,4.0,25.0,,,,,,75.0,,,,,50.0,50.0,,,,,100.0,75.0,2.666666666666667,9.333333333333334,2.666666666666667,,,,69.33333333333334,10.666666666666668,1.3333333333333337,4.0,,46.66666666666666,48.0,1.3333333333333337,4.0,,1.3333333333333337,88.0,249858.7142857143,279367.8333333333,10.56281916766331,0.4615384615384615,0.5384615384615384,115775.94827586209,351952.0,16855228.0,WWW.CATF.US,129,51134505.0
46,04-3519203,New Leaders,NEW YORK,NY,12.0,,16.666666666666664,,,,,83.33333333333334,,,,,33.33333333333333,66.66666666666666,,,,,,7.0,,42.85714285714285,,,,,57.14285714285714,,,,,57.14285714285714,42.85714285714285,,,,,,163.0,6.134969325153374,34.96932515337423,9.202453987730062,,,,47.23926380368098,2.4539877300613497,,,,76.68711656441718,23.31288343558282,,,,,,257898.77777777772,337595.4,23.60714103990227,0.3571428571428571,0.6428571428571429,125701.44,610652.0,22864282.0,WWW.NEWLEADERS.ORG,164,51082057.0
47,04-3523528,Center for Effective Philanthropy Inc,Cambridge,MA,10.0,40.0,10.0,10.0,,,,40.0,,,,,50.0,50.0,,,,,100.0,7.0,14.285714285714285,14.285714285714285,,,,,57.14285714285714,14.285714285714285,,,,71.42857142857143,28.57142857142857,,,,,100.0,62.0,22.58064516129032,6.451612903225806,6.451612903225806,1.6129032258064515,,,51.61290322580645,8.064516129032258,,3.225806451612903,,72.58064516129032,20.967741935483872,3.225806451612903,3.225806451612903,,,96.7741935483871,221807.25,341421.75,35.03423551663009,0.3333333333333333,0.6666666666666666,104153.13559322034,631827.0,9285180.0,WWW.CEP.ORG,71,13719145.0
48,04-3534407,Year Up Inc,Boston,MA,20.0,5.0,20.0,15.0,,5.0,,55.00000000000001,,,,,40.0,60.0,,,,,,11.0,9.090909090909092,18.181818181818183,9.090909090909092,,,,63.63636363636363,,,,,18.181818181818183,18.181818181818183,,,63.63636363636363,,27.27272727272727,737.0,5.42740841248304,34.05698778833107,12.347354138398911,,0.2713704206241519,,39.48439620081411,6.784260515603799,,0.6784260515603799,0.949796472184532,22.930800542740844,10.719131614654003,0.5427408412483039,0.1356852103120759,65.67164179104478,0.2713704206241519,20.3527815468114,300294.9090909091,314407.8571428572,4.48873898387837,0.3888888888888889,0.6111111111111112,89454.23561643835,597836.0,103456487.0,WWW.YEARUP.ORG,1113,179315305.0
