,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
4128,4769,10402,285202,202013846.0,182231.6,333182.5,45.30577086131474,28.57142857142857,71.42857142857143,66669.29139072848,472617.0,21711649.0,ACCRACARE.ORG,309,27255023.0,SERVICE MANAGEMENT GROUP INC,60.0,50.0,50.0,,
4129,4770,10403,285203,202014073.0,198567.66666666663,333182.5,40.40273223633695,40.0,60.0,,0.0,135340078.0,ACCRACARE.ORG,8424,157683679.0,CONSUMER CHOICE SERVICES INC,,75.0,50.0,,
4131,4772,10409,285467,202090446.0,203845.5,236020.0,13.63210744852131,25.0,75.0,49414.4406779661,270051.0,10441469.0,WWW.PARTNERSHIPCHC.ORG,185,15944792.0,PARTNERSHIP COMMUNITY HEALTH CENTER INC,60.0,77.77777777777779,66.66666666666666,,
4132,4773,10411,285623,202146701.0,133207.0,274997.0,51.5605624788634,50.0,50.0,27712.0,274997.0,1766092.0,WWW.ACCESSCARROLL.ORG,51,2325597.0,ACCESS CARROLL INC,0.0,85.71428571428571,75.0,,
4133,4774,10419,286130,202329938.0,334010.6666666667,293373.6666666667,-13.851618129779885,33.33333333333333,66.66666666666666,93103.67441860466,682934.0,18898017.0,www.autismspeaks.org,181,46771653.0,Autism Speaks Inc,60.0,25.0,25.0,100.0,
4138,4781,10429,286648,202493799.0,175000.0,180250.0,2.912621359223301,50.0,50.0,34478.42424242424,180250.0,6044190.0,,167,10250930.0,Phoenix Counseling Center,,50.0,66.66666666666666,,
4140,4784,10449,287907,202818389.0,152035.0,0.0,-1.0,0.0,100.0,24581.941972920697,152035.0,12860899.0,WWW.THECYPRESSOFRALEIGH.COM,518,19452580.0,THE CYPRESS OF RALEIGH CLUB INC,100.0,0.0,0.0,,
4141,4785,10452,288121,202885113.0,0.0,379427.0,100.0,100.0,0.0,14252.887892376682,379427.0,3557821.0,WWW.SNIDERHOCKEY.ORG,224,7716627.0,ED SNIDER YOUTH HOCKEY & EDUCATION,50.0,28.000000000000004,20.0,,
4144,4788,10467,288521,203006098.0,316042.75,230377.0,-37.18502715114791,42.85714285714285,57.14285714285714,98266.5375,530442.0,9816625.0,FINHEALTHNETWORK.ORG,87,19220654.0,FINANCIAL HEALTH NETWORK INC,,57.14285714285714,50.0,40.0,
4146,4790,10472,288633,203045114.0,219050.0,222950.0,1.749271137026239,50.0,50.0,18834.045454545456,222950.0,1685047.0,,68,3722410.0,HILL'S SUPPORT SERVICES INC,,,50.0,,
4149,4794,10491,289513,203311003.0,366110.0,383592.875,4.557664164121922,80.0,20.0,172025.62886597938,802241.0,20487449.0,WWW.SERC1.ORG,107,25718150.0,SERC RELIABILITY CORPORATION,20.0,40.0,25.0,,
4150,4795,10504,290448,203590526.0,58245.0,66322.0,12.178462651910376,75.0,25.0,22487.58823529412,129690.0,34155854.0,WWW.IMAGINESCHOOLS.ORG,1504,62482447.0,IMAGINE SCHOOLS NON-PROFIT INC,,14.285714285714285,44.44444444444444,,
4151,4796,10509,290578,203630505.0,376012.0,276628.0,-35.92694882658299,33.33333333333333,66.66666666666666,,0.0,823152.0,WWW.LIBERTYATHOME.ORG,65,653682.0,LIBERTY COMMUNITY SERVICES INC,,50.0,42.85714285714285,,
4152,4797,10511,290698,203668110.0,179595.66666666666,182698.25,1.6982009041320003,57.14285714285714,42.85714285714285,676961.7831325302,210380.0,57457408.0,www.oneacrefund.org,90,213816167.0,One Acre Fund,20.0,28.57142857142857,33.33333333333333,100.0,
4155,4800,10523,290996,203756610.0,0.0,155205.0,100.0,100.0,0.0,45632.17605633803,155205.0,6634974.0,HTTP://WWW.UNDERGROUNDSAFETYALLIANCE.ORG,143,11681610.0,UNDERGROUND SAFETY ALLIANCE INC,0.0,33.33333333333333,0.0,,
4156,4801,10526,291126,203796994.0,267383.6,288503.4285714286,7.320477498658111,41.17647058823529,58.82352941176471,94670.65287356322,575984.0,45875094.0,WWW.QLARANT.COM,452,68424680.0,QLARANT INTEGRITY SOLUTIONS LLC,80.0,44.44444444444444,33.33333333333333,50.0,
4157,4802,10538,291524,203904349.0,197358.5,353284.0,44.1360208783868,33.33333333333333,66.66666666666666,7355.251046025104,353284.0,2505906.0,WWW.FLINTANDGENESEE.ORG,242,3450542.0,FLINT & GENESEE GROUP,,28.57142857142857,55.55555555555556,,
4158,4803,10550,292118,204069346.0,179777.33333333334,201472.0,10.768080262600588,40.0,60.0,45158.24880382775,235354.0,19818424.0,www.catalystschools.org,423,27796322.0,Catalyst Schools,60.0,40.0,50.0,,
4161,4806,10596,293545,204587841.0,174527.0,181550.3333333333,3.8685323262052265,60.0,40.0,53215.73483146067,189837.0,24574707.0,WWW.MEETINGSTREETSCHOOLS.ORG,450,293526271.0,MEETING STREET SCHOOLS,60.0,66.66666666666666,20.0,50.0,
4162,4809,10609,294399,204861191.0,159308.0,223972.5,28.87162486465972,40.0,60.0,137115.2530120482,260596.0,12306435.0,WWW.MASTERYCHARTER.ORG,88,24389799.0,MASTERY CHARTER SCHOOL - THOMAS CAMPUS,80.0,50.0,0.0,,
4163,4811,10611,294549,204903376.0,315651.0,326920.3333333333,3.4471191248428457,50.0,50.0,70190.17857142857,574197.0,5858364.0,WWW.CVPATH.ORG,62,10254119.0,CVPATH INSTITUTE INC,60.0,0.0,33.33333333333333,,
4165,4814,10635,295515,205182627.0,376462.0,270892.0,-38.97125053526867,60.0,40.0,40845.54358974359,252959.0,8372477.0,WWW.VOASENIORLIVING.ORG,200,36496737.0,VOANS SENIOR COMMUNITY CARE OFCOLORADO INC,50.0,0.0,66.66666666666666,,
4166,4815,10637,295568,205197607.0,212633.1,0.0,-1.0,0.0,100.0,128948.89130434782,278071.0,8057980.0,WWW.MANAGEMENTCENTER.ORG,56,17392064.0,THE MANAGEMENT CENTER,100.0,100.0,50.0,100.0,
4167,4816,10647,296284,205425332.0,153783.0,211407.5,27.257547627212848,66.66666666666666,33.33333333333333,30738.384615384617,215525.0,3773390.0,WWW.PULSE.ORG,107,21090149.0,PULSE OUTREACH,100.0,42.85714285714285,0.0,,
4168,4817,10648,296383,205452909.0,290715.0,285311.6,-1.893859205163766,62.5,37.5,61319.185979971386,369143.0,44472901.0,WWW.NEWVISTA.ORG,707,100207336.0,NEW VISTA COMMUNITIES INC,20.0,46.66666666666666,83.33333333333334,0.0,
4171,4821,10658,296873,205609803.0,166393.5,283505.0,41.30844253187775,20.0,80.0,24779.63644773358,283505.0,27399199.0,WWW.NATIONALSENIORCAMPUSES.ORG,1086,105782483.0,ASHBY PONDS INC,80.0,50.0,25.0,100.0,
4174,4824,10664,297136,205698007.0,0.0,164458.0,100.0,100.0,0.0,9701.185840707964,164458.0,1260692.0,WWW.HYPEATHLETICS.ORG,114,3293270.0,HYPE ATHLETICS COMMUNITY INC,,22.22222222222222,50.0,,
4175,4825,10667,297282,205744808.0,208568.3333333333,384468.5,45.75151583723157,25.0,75.0,73292.36,471747.0,5684965.0,WWW.FUSFOUNDATION.ORG,58,8886317.0,FOCUSED ULTRASOUND FOUNDATION,80.0,7.6923076923076925,0.0,100.0,
4178,4828,10676,297803,205880364.0,578273.6666666666,732265.1818181818,21.029473881191656,88.0,12.0,110926.918699187,802676.0,30909426.0,WWW.LVHN.ORG,271,34443532.0,HAZLETON PROFESSIONAL SERVICES,0.0,10.0,33.33333333333333,,14.285714285714285
4180,4830,10685,298199,205958773.0,171423.25,210186.57142857145,18.44233966285735,63.63636363636363,36.36363636363637,106779.69852941176,274586.0,16679038.0,WWW.BCORPORATION.NET,147,26678597.0,B LAB COMPANY,20.0,50.0,57.14285714285714,100.0,
4181,4831,10694,299129,208084828.0,240992.3333333333,431285.0,44.12225481216983,50.0,50.0,63772.30120481928,698508.0,7309933.0,WWW.CNAS.ORG,89,18714520.0,CENTER FOR A NEW AMERICAN SECURITY INC,40.0,15.0,0.0,,
4185,4836,10709,299913,208325570.0,330677.5,309504.0,-6.841107061621174,81.81818181818183,18.181818181818183,71683.43975903615,737568.0,15346342.0,HTTPS://MORGRIDGE.ORG/,177,31260275.0,THE MORGRIDGE INSTITUTEFOR RESEARCH INC,20.0,35.714285714285715,20.0,0.0,
4188,4839,10719,300222,208424515.0,186685.5,326925.5,42.89662323679248,66.66666666666666,33.33333333333333,46760.470588235294,473181.0,4065857.0,www.ndccs.com,57,5435180.0,StoneRidge Retirement Living Communities Inc,50.0,37.5,0.0,,
4189,4840,10720,300229,208427511.0,0.0,128692.5,100.0,100.0,0.0,7028.5970149253735,163987.0,728301.0,HTTPS://WWW.WESTMISPORTS.COM/,69,1952933.0,WEST MICHIGAN SPORTS COMMISSION,,18.181818181818183,16.666666666666664,,
4191,4842,10727,300505,208527876.0,0.0,165772.0,100.0,100.0,0.0,17891.931216931218,165772.0,3547347.0,WWW.AFYABALTIMORE.ORG,190,8482927.0,AFYA BALTIMORE INC,100.0,42.85714285714285,40.0,,
4192,4843,10728,300513,208530747.0,237178.36363636365,226195.0,-4.855705756698268,15.384615384615383,84.61538461538461,116074.55333333332,377000.0,20472535.0,WWW.R4D.ORG,163,40353687.0,RESULTS FOR DEVELOPMENT INSTITUTE INC,80.0,57.14285714285714,33.33333333333333,80.0,100.0
4194,4845,10732,300582,208549333.0,198868.0,285828.3333333333,30.42397243100462,42.85714285714285,57.14285714285714,50022.32075471698,573319.0,5957097.0,WWW.LUTHERANLIFECOMMUNITIES.ORG,67,8009757.0,LUTHERAN LIFE COMMUNITIES,100.0,,0.0,71.42857142857143,100.0
4195,4846,10736,300709,208592383.0,148960.0,0.0,-1.0,0.0,100.0,14046.697368421052,148960.0,1216509.0,WWW.FREEMANARTS.ORG,77,10885831.0,JOSHUA M FREEMAN FOUNDATION,,45.45454545454545,100.0,,
4198,4850,10759,301407,208836357.0,0.0,206250.0,100.0,100.0,0.0,905.7124183006536,206250.0,344824.0,WWW.ADVANCEDLIVINGINC.ORG,154,1426774.0,ADVANCED LIVING MANAGEMENT &DEVELOPMENT INC,,10.0,33.33333333333333,,
4199,4851,10760,301531,208877750.0,94782.0,116854.0,18.88852756431102,40.0,60.0,39459.01515151515,189030.0,8330939.0,WWW.KIPPMINNESOTA.ORG,203,14321028.0,KIPP MINNESOTA,80.0,50.0,100.0,,66.66666666666666
4203,4855,10782,302130,222229486.0,192135.0,264396.5,27.33073244161704,66.66666666666666,33.33333333333333,30903.115789473683,451336.0,16120836.0,WWW.MEADOWOOD.NET,481,42941264.0,MEADOWOOD CORPORATION,40.0,40.0,0.0,,
4204,4856,10783,302152,222288306.0,0.0,134737.0,100.0,100.0,0.0,34568.16025641026,319550.0,11458951.0,WWW.DELTAWEB.ORG,317,19575334.0,DELTA COMMUNITY SUPPORTS INC (NJ),60.0,0.0,0.0,0.0,
4205,4857,10784,302170,222334709.0,264264.3333333333,626684.75,57.83137640842013,57.14285714285714,42.85714285714285,46790.70204081633,161700.0,11943272.0,WWW.MERAKEY.ORG,252,15992317.0,MERAKEY NEW JERSEY,20.0,50.0,0.0,,
4206,4858,10785,302197,222414510.0,173505.5,219128.3333333333,20.82014344714285,42.85714285714285,57.14285714285714,87028.18,319819.0,5702816.0,ASWB.ORG,57,21862334.0,ASSOCIATION OF SOCIAL WORK BOARDS,60.0,85.71428571428571,50.0,,0.0
4208,4861,10802,302385,222483916.0,0.0,189508.0,100.0,100.0,0.0,26444.56810035842,209800.0,30080662.0,WWW.LIBERTYRESOURCES.ORG,1119,33219438.0,LIBERTY RESOURCES INC,100.0,44.44444444444444,42.85714285714285,,
4212,4865,10816,302805,222697033.0,0.0,230966.66666666663,100.0,100.0,0.0,38751.32026143791,161854.0,12019758.0,WWW.NETCENTERS.ORG,309,18333510.0,NET TREATMENT SERVICES INC,,100.0,20.0,,
4213,4866,10818,302837,222717623.0,219982.6,257303.0,14.504455836115396,16.666666666666664,83.33333333333334,28354.58083832336,357764.0,15562861.0,WWW.MORNINGSTARSENIORLIVING.ORG,507,28932979.0,MORNINGSTAR SENIOR LIVING INC,80.0,63.63636363636363,42.85714285714285,100.0,
4214,4867,10819,302881,222734600.0,89555.0,86642.0,-3.362110754599386,50.0,50.0,19550.64814814815,89555.0,1231932.0,www.Sunnycresthome.org,56,880617.0,Sunny Crest Home Inc,100.0,50.0,0.0,0.0,
4216,4869,10831,303028,222817365.0,204514.0,293574.6666666667,30.33663213447119,75.0,25.0,34046.20224719101,437886.0,4115350.0,WWW.SCIENCEHISTORY.ORG,93,7703716.0,SCIENCE HISTORY INSTITUTE,60.0,31.25,20.0,,
4217,4870,10836,303090,222851379.0,275906.0,232137.0,-18.854814183004,62.5,37.5,65560.07171314741,345366.0,51355137.0,WWW.PMHCC.ORG,761,92550442.0,PMHCC INC,0.0,25.0,100.0,,0.0
4218,4871,10840,303168,222990719.0,176604.33333333334,233735.25,24.442576233865733,57.14285714285714,42.85714285714285,75199.28846153847,378178.0,5375117.0,HTTPS://VASCULAR.ORG,59,12701709.0,SOCIETY FOR VASCULAR SURGERY,60.0,33.33333333333333,28.57142857142857,0.0,
4219,4872,10842,303247,223087809.0,307135.6,248438.0,-23.62665936772957,58.333333333333336,41.66666666666667,123337.73076923077,536213.0,38549335.0,WWW.IREX.ORG,298,106858199.0,INTERNATIONAL RESEARCH & EXCHANGESBOARD INC,20.0,45.0,57.14285714285714,0.0,100.0
4220,4873,10849,303496,223530036.0,175953.5,0.0,-1.0,0.0,100.0,60973.33628318584,197666.0,7241894.0,www.psifamilyservices.com,115,12032950.0,PSI Services III Inc,,20.0,33.33333333333333,,
4221,4876,10860,303768,223876595.0,487625.0,275513.5,-76.98769751754452,66.66666666666666,33.33333333333333,,0.0,5470394.0,WWW.VILLAGEATPENNSTATE.ORG,219,14594791.0,LIBERTY LUTHERAN HOUSING DEVELOPMENTCORPORATION,,37.5,57.14285714285714,,
4222,4877,10862,303846,223889882.0,221971.0,159524.0,-39.14583385572077,50.0,50.0,40343.14942528736,221971.0,3891349.0,,89,11653811.0,AD PRIMA CHARTER SCHOOL,,40.0,100.0,,
4223,4878,10864,303966,223936753.0,206785.2,262499.1666666667,21.224435633129,54.54545454545454,45.45454545454545,92162.85869565218,423278.0,11087904.0,WWW.CHARITYWATER.ORG,103,101611139.0,CHARITY GLOBAL INC,40.0,55.55555555555556,20.0,50.0,100.0
4224,4879,10869,304335,230329885.0,393134.0,336266.0,-16.91161164078438,85.71428571428571,14.285714285714285,130195.98630136986,570880.0,11915037.0,WWW.ADAMSEC.COOP,80,70869610.0,ADAMS ELECTRIC COOPERATIVE INC,0.0,80.0,50.0,,
4225,4880,10877,304426,230404700.0,0.0,166683.0,100.0,100.0,0.0,7170.114285714286,166683.0,1421453.0,WWW.BERKSHIRECOUNTRYCLUB.ORG,176,4302485.0,BERKSHIRE COUNTRY CLUB,,16.666666666666664,66.66666666666666,0.0,
4226,4881,10878,304456,230462590.0,0.0,258988.0,100.0,100.0,0.0,7796.955947136564,258988.0,2028897.0,CEDARBROOKCC.ORG,228,6009893.0,CEDARBROOK COUNTRY CLUB,,0.0,25.0,,
4230,4885,10883,304485,230488310.0,0.0,161943.5,100.0,100.0,0.0,8712.20320855615,173307.0,1953069.0,WWW.CONCORDCLUB.ORG,189,5236198.0,CONCORD COUNTRY CLUB,0.0,28.57142857142857,25.0,0.0,
4231,4886,10884,304492,230496580.0,0.0,186925.5,100.0,100.0,0.0,13224.617283950618,220787.0,2516239.0,WWW.CCYORK.COM,164,5721703.0,COUNTRY CLUB OF YORK,20.0,25.0,0.0,,
4232,4887,10885,304494,230506240.0,222805.0,206827.0,-7.725296987337243,50.0,50.0,12470.017543859649,222805.0,1140423.0,WWW.CYNWYDCLUB.COM,59,2534484.0,THE CYNWYD CLUB,100.0,12.5,40.0,0.0,
4233,4888,10887,304504,230535085.0,0.0,181436.0,100.0,100.0,0.0,7366.876068376068,181436.0,1905285.0,WWW.DOYLESTOWNCOUNTRYCLUB.COM,235,5828287.0,DOYLESTOWN COUNTRY CLUB,0.0,28.57142857142857,25.0,0.0,
4235,4890,10890,304525,230563550.0,165858.0,682728.5,75.70659493488262,50.0,50.0,29992.76044568245,178522.0,11099117.0,WWW.WEL.ORG,363,14275493.0,EVANGELICAL MANOR,50.0,,33.33333333333333,,
4237,4892,10893,304608,230620930.0,0.0,171956.0,100.0,100.0,0.0,10874.517441860466,171956.0,2042373.0,WWW.GERMANTOWNCRICKET.ORG,173,5194190.0,GERMANTOWN CRICKET CLUB,,42.85714285714285,33.33333333333333,0.0,
4238,4893,10894,304627,230653340.0,0.0,259026.0,100.0,100.0,0.0,15368.052173913044,259026.0,2026352.0,WWW.GREENVALLEYCC.ORG,116,4690822.0,GREEN VALLEY COUNTRY CLUB,0.0,31.57894736842105,0.0,0.0,
4239,4894,10895,304628,230661370.0,0.0,158152.5,100.0,100.0,0.0,21564.347222222223,165413.0,1868938.0,WWW.GULPHMILLSGC.COM,74,4535878.0,GULPH MILLS GOLF CLUB,0.0,58.333333333333336,0.0,,
4240,4895,10897,304649,230718030.0,191713.0,280516.0,31.65701778151692,50.0,50.0,10426.7,280516.0,3287438.0,WWW.HVCCPA.ORG,272,7148195.0,HUNTINGDON VALLEY COUNTRY CLUB,0.0,44.44444444444444,0.0,0.0,
4241,4896,10899,304664,230724610.0,333000.0,323745.25,-2.8586519802221035,92.3076923076923,7.6923076923076925,89648.0,462280.0,11658727.0,WWW.IBEW98.ORG,96,35958828.0,INTERNATIONAL BROTHERHOOD OF ELECTRICALWORKERS #98,20.0,,0.0,,
4242,4897,10905,304674,230725077.0,522528.5,371052.0,-40.823523387557536,33.33333333333333,66.66666666666666,87791.07608695653,819232.0,9492888.0,www.ufcw1776.org,95,20606903.0,UNITED FOOD & COMMERCIAL WORKERSLOCAL 1776,,,50.0,,
4243,4898,10908,304679,230725295.0,0.0,212037.8333333333,100.0,100.0,0.0,167262.75,222315.0,10573066.0,,60,13208211.0,INTERNATIONAL UNION OF OPERATINGENGINEERS LOCAL 542,0.0,,4.0,,
4244,4899,10909,304685,230734200.0,0.0,177812.0,100.0,100.0,0.0,12716.325757575758,177812.0,1856367.0,WWW.LVJCC.ORG,133,5029368.0,JEWISH COMMUNITY CENTER OF ALLENTOWNPENNSYLVANIA,,45.0,0.0,,
4245,4900,10910,304715,230784690.0,0.0,243122.0,100.0,100.0,0.0,7579.964028776978,313530.0,3079718.0,WWW.LANCASTERCC.COM,282,8916109.0,LANCASTER COUNTRY CLUB,0.0,22.22222222222222,0.0,0.0,
4246,4901,10912,304723,230796750.0,224577.0,213632.66666666663,-5.12296808540517,75.0,25.0,8197.587121212122,274091.0,3029638.0,LEHIGHCC.COM,268,7285219.0,LEHIGH COUNTRY CLUB,0.0,11.11111111111111,14.285714285714285,,
4247,4902,10913,304737,230815390.0,0.0,268132.5,100.0,100.0,0.0,9646.162162162162,273866.0,2677713.0,WWW.LLANERCHCC.ORG,224,6270944.0,LLANERCH COUNTRY CLUB,0.0,12.5,0.0,,
4248,4903,10915,304767,230837750.0,314805.0,0.0,-1.0,0.0,100.0,9879.514170040486,314805.0,2755045.0,WWW.MG-CC.ORG,248,7571382.0,MANUFACTURERS' GOLF & COUNTRY CLUB,0.0,0.0,0.0,,100.0
4249,4904,10917,304780,230868340.0,252123.5,315201.25,20.011897160940823,66.66666666666666,33.33333333333333,8717.967567567568,465534.0,6603524.0,WWW.MERIONCRICKET.COM,561,16337336.0,MERION CRICKET CLUB,40.0,66.66666666666666,33.33333333333333,0.0,
4250,4905,10918,304782,230868348.0,401725.0,321741.25,-24.85965041784353,80.0,20.0,14653.454225352112,481931.0,5850271.0,WWW.MERIONGOLFCLUB.COM,289,14329733.0,MERION GOLF CLUB,0.0,20.0,25.0,100.0,
4251,4906,10920,304792,230892360.0,426418.0,382366.375,-11.520789452262898,61.53846153846154,38.46153846153847,97767.60416666669,1288754.0,14576711.0,WWW.RMAHQ.ORG,109,22732998.0,THE RISK MANAGEMENT ASSOCIATION,40.0,25.0,25.0,40.0,
4252,4907,10923,304829,230930120.0,0.0,103839.25,100.0,100.0,0.0,21118.50526315789,142261.0,2421615.0,,99,3543567.0,OLD YORK ROAD COUNTRY CLUB,,7.6923076923076925,0.0,0.0,
4253,4908,10924,304834,230936350.0,0.0,208860.2,100.0,100.0,0.0,9339.872413793104,262267.0,3752864.0,WWW.OVERBROOKGOLFCLUB.COM,295,9955586.0,OVERBROOK GOLF CLUB,0.0,20.0,0.0,,
4254,4910,10929,304849,230954940.0,175606.0,242907.25,27.70656289592015,80.0,20.0,81683.32876712328,334524.0,7110118.0,WWW.PABAR.ORG,78,14389307.0,PENNSYLVANIA BAR ASSOCIATION,60.0,43.75,45.45454545454545,,
4255,4911,10931,304852,230958260.0,269354.0,285947.6666666667,5.803043214201206,66.66666666666666,33.33333333333333,100748.6261682243,475809.0,13303851.0,WWW.PCRB.COM,116,13500527.0,PENNSYLVANIA COMPENSATION RATINGBUREAU,,,33.33333333333333,66.66666666666666,
4256,4912,10932,304854,230958710.0,244914.0,0.0,-1.0,0.0,100.0,8798.578260869564,244914.0,2268587.0,WWW.CHESTERVALLEYGC.ORG,231,6958770.0,CHESTER VALLEY GOLF CLUB,50.0,0.0,0.0,,
4257,4913,10933,304855,230959052.0,258373.25,222221.5,-16.26834037210621,50.0,50.0,22667.82894736842,385681.0,3645134.0,WWW.PICPA.ORG,84,6200448.0,PENNSYLVANIA INSTITUTE OF CERTIFIEDPUBLIC ACCOUNTANTS,20.0,25.0,62.5,33.33333333333333,
4258,4915,10943,304881,230969030.0,309776.75,388570.5,20.277851766925178,50.0,50.0,48503.355769230766,831166.0,7837738.0,WWW.CHAMERPHL.COM,112,11743354.0,CHAMBER OF COMMERCE FORGREATER PHILADEPHIA,60.0,35.483870967741936,33.33333333333333,,
4259,4916,10945,304884,230969325.0,209398.0,227973.8,8.148217031957177,83.33333333333334,16.666666666666664,95245.46296296296,371704.0,6492522.0,WWW.DISCOVERPHL.COM,60,20955897.0,PHILADELPHIA CONVENTION & VISITORSBUREAU,20.0,100.0,0.0,,
4260,4917,10946,304885,230969350.0,302111.5,250708.0,-20.50333455653589,33.33333333333333,66.66666666666666,12053.007228915663,447070.0,6711860.0,WWW.PHILADELPHIACC.NET,421,14934852.0,PHILADELPHIA COUNTRY CLUB,20.0,22.22222222222222,0.0,100.0,
4261,4918,10947,304888,230969420.0,311089.0,282467.5,-10.132670130191968,75.0,25.0,27041.83266932271,570754.0,9104483.0,WWW.PHILACRICKET.COM,259,19629203.0,PHILADELPHIA CRICKET CLUB,20.0,46.15384615384615,20.0,33.33333333333333,
4262,4920,10953,304963,231045730.0,0.0,211267.5,100.0,100.0,0.0,8813.911392405063,218953.0,1815133.0,WWW.STDAVIDSGC.COM,160,5402123.0,ST DAVIDS GOLF CLUB,0.0,11.11111111111111,0.0,0.0,0.0
4263,4921,10954,304985,231112680.0,0.0,178189.0,100.0,100.0,0.0,12750.917948717948,198997.0,3020996.0,WWW.SPRINGHAVENGOLF.COM,198,7515099.0,THE SPRINGHAVEN CLUB,0.0,,10.0,0.0,
4264,4922,10955,305036,231171350.0,363778.0,393329.1666666667,7.513088062373546,66.66666666666666,33.33333333333333,37421.99818511797,963391.0,44690351.0,WWW.UNIONLEAGUE.ORG,1111,71049510.0,THE UNION LEAGUE OF PHILADELPHIA,20.0,38.46153846153847,12.5,25.0,
4265,4923,10957,305049,231179011.0,0.0,238060.8333333333,100.0,100.0,0.0,-8478.971830985916,444530.0,826358.0,WWW.VALLEYREC.COM,77,22430749.0,VALLEY RURAL ELECTRIC COOPERATIVE INCANCIENT AND HONORABLE WORKERS,0.0,33.33333333333333,28.57142857142857,,
4266,4924,10958,305072,231199140.0,0.0,150006.0,100.0,100.0,0.0,6654.939759036145,150006.0,702366.0,WWW.WAYNESBOROCC.COM,84,1499012.0,WAYNESBORO COUNTRY CLUB INC,,20.0,25.0,0.0,
4267,4925,10960,305082,231211520.0,0.0,207572.5,100.0,100.0,0.0,7728.75,242255.0,2177300.0,WWW.WESTSHORECC.COM,230,5667032.0,WEST SHORE COUNTRY CLUB,0.0,16.666666666666664,0.0,0.0,
4268,4926,10961,305103,231243965.0,203831.0,249665.625,18.35840436583931,80.0,20.0,10654.27972819932,571822.0,49443632.0,WWW.PHILAYMCA.ORG,4425,84832686.0,Greater Philadelphia Young Men's Christian Association,40.0,28.125,42.85714285714285,33.33333333333333,
4269,4927,10967,305183,231283161.0,0.0,167517.0,100.0,100.0,0.0,49268.93333333333,179844.0,3291170.0,WWW.FOP.NET,62,7565227.0,NATIONAL FRATERNAL ORDER OF POLICE,0.0,6.25,0.0,,
4271,4929,10978,305331,231352000.0,298965.0,984579.5,69.63526053508122,57.14285714285714,42.85714285714285,40772.65550239234,557204.0,9533893.0,WWW.ANSP.ORG,216,28870111.0,THE ACADEMY OF NATURAL SCIENCES OFPHILADELPHIA,80.0,41.66666666666667,25.0,50.0,
4272,4931,10981,305339,231352013.0,264000.8,294863.0,10.466623482769968,28.57142857142857,71.42857142857143,75184.57333333333,408337.0,7548573.0,WWW.ALI.ORG,82,17652767.0,AMERICAN LAW INSTITUTE,60.0,37.096774193548384,37.5,100.0,
4273,4932,10984,305350,231352044.0,161060.0,0.0,-1.0,0.0,100.0,17592.141304347828,161060.0,1779537.0,WWW.BGCLANC.ORG,93,1001045.0,BOYS & GIRLS CLUB OF LANCASTER INC,,31.57894736842105,60.0,,
4274,4933,10985,305351,231352047.0,0.0,201356.0,100.0,100.0,0.0,14037.73417721519,201356.0,1310337.0,WWW.HMC-BSA.ORG,80,2583741.0,HAWK MOUNTAIN COUNCIL INC BOY SCOUTSOF AMERICA,,12.12121212121212,10.0,,
4275,4934,10986,305352,231352048.0,0.0,250945.0,100.0,100.0,0.0,9979.028301886792,250945.0,1308722.0,WWW.BSAWCC.ORG,107,3586147.0,WASHINGTON CROSSING COUNCILBOY SCOUTS OF AMERICA,,20.0,13.333333333333334,,
4276,4935,10987,305354,231352052.0,0.0,275221.5,100.0,100.0,0.0,15616.229166666666,377374.0,2799180.0,HTTP://WWW.COLBSA.ORG,146,5783567.0,CRADLE OF LIBERTY COUNCIL 525BOY SCOUTS OF AMERICA,33.33333333333333,17.073170731707318,0.0,,
4277,4936,10988,305356,231352063.0,151794.0,179805.5,15.578778179755345,80.0,20.0,38439.62989323843,222027.0,11672552.0,www.cssphiladelphia.org,286,21857620.0,Catholic Social Services,20.0,26.31578947368421,33.33333333333333,,
4278,4937,10990,305360,231352081.0,0.0,157874.0,100.0,100.0,0.0,45339.14953271028,157874.0,5009163.0,WWW.CHILDRENSHOMEOFYORK.ORG,108,9089037.0,CHILDREN'S HOME OF YORK,,50.0,40.0,,
4280,4939,10992,305366,231352104.0,234609.0,223255.0,-5.085664374818033,66.66666666666666,33.33333333333333,34708.56230031949,270920.0,11544899.0,WWW.CARINGPEOPLEALLIANCE.ORG,316,339532579.0,CARING PEOPLE ALLIANCE,100.0,50.0,50.0,0.0,
4290,4949,11007,305415,231352238.0,441259.3333333333,554035.3076923077,20.3553767771072,68.42105263157895,31.57894736842105,139469.13099630998,1213627.0,85442284.0,www.nbme.org,561,198319114.0,National Board of Medical Examiners,,66.66666666666666,53.333333333333336,,
4291,4950,11008,305430,231352269.0,249102.0,0.0,-1.0,0.0,100.0,24269.02390438247,249102.0,6340627.0,WWW.PSPCA.ORG,252,10535955.0,PENNSYLVANIA SOCIETY FOR THE PREVENTIONOF CRUELTY TO ANIMALS,100.0,58.82352941176471,100.0,,
