Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
5584,6436,14429,431167,314221880,0.0,176749.0,100.0,100.0,0.0,35206.0,176749.0,2253903.0,WWW.KAPPAKAPPAGAMMA.ORG,60,7778696.0,KAPPA KAPPA GAMMA FRATERNITY,,,85.71428571428571,,
5585,6437,14430,431174,314234980,0.0,264543.5,100.0,100.0,0.0,9548.42,267880.0,1006508.0,www.theenergycoop.com,52,68341532.0,LICKING RURAL ELECTRIFICATION INC,20.0,9.090909090909092,0.0,,
5586,6438,14431,431205,314259080,201058.0,245589.66666666663,18.132549007898,60.0,40.0,-3005.128205128205,311964.0,904485.0,WWW.CONSOLIDATED.COOP,83,58791301.0,CONSOLIDATED COOPERATIVE,,0.0,30.0,,
5587,6439,14432,431208,314262510,164727.0,200843.6,17.982450025791216,90.9090909090909,9.090909090909092,69531.125,284635.0,8848151.0,www.nationalboard.org,107,19520005.0,National Board of Boiler and Pressure Vessel Inspectors,20.0,0.0,0.0,0.0,0.0
5588,6440,14437,431216,314269414,242190.7142857143,258039.8333333333,6.142121099243354,46.15384615384615,53.84615384615385,172297.7191011236,307786.0,33912568.0,WWW.OHEA.ORG,191,66219891.0,OHIO EDUCATION ASSOCIATION,60.0,76.0,25.0,66.66666666666666,100.0
5590,6442,14441,431225,314271520,290390.5,194859.5,-49.02557996915726,66.66666666666666,33.33333333333333,48877.44615384616,351407.0,4537253.0,WWW.OHIOBAR.ORG,71,9403598.0,OHIO STATE BAR ASSOCIATION,0.0,45.45454545454545,50.0,,
5591,6443,14457,431307,314362627,0.0,274171.0,100.0,100.0,0.0,17324.96875,439701.0,9132441.0,WWW.SCIOTOCC.COM,453,15361952.0,SCIOTO COUNTRY CLUB INC,20.0,0.0,20.0,0.0,
5592,6444,14462,431320,314369470,0.0,214435.0,100.0,100.0,0.0,59374.1,312737.0,7174456.0,ofbf.org,113,22080243.0,Ohio Farm Bureau Federation,25.0,26.08695652173913,21.428571428571427,,
5593,6445,14463,431322,314370196,202629.0,237192.66666666663,14.571979459735966,75.0,25.0,69633.02127659574,316990.0,4186959.0,WWW.USTROTTING.COM,51,8190066.0,UNITED STATES TROTTING ASSOCIATION,0.0,12.06896551724138,16.666666666666664,,
5594,6446,14465,431334,314378053,217917.3333333333,409433.5,46.77589075311782,40.0,60.0,51912.25373134328,578478.0,4950740.0,WWW.OHIOCPA.COM,72,7921101.0,OHIO SOCIETY OF CERTIFIED PUBLICACCOUNTANTS,60.0,45.45454545454545,40.0,100.0,
5595,6447,14467,431342,314379437,193813.0,0.0,-1.0,0.0,100.0,35492.029411764706,193813.0,3814000.0,HTTP://WWW.COLSCSS.ORG,103,6741870.0,CATHOLIC SOCIAL SERVICES INC,,23.809523809523807,50.0,,
5596,6449,14469,431347,314379447,298154.0,0.0,-1.0,0.0,100.0,21621.45622119816,298154.0,4990010.0,WWW.COLUMBUSMUSEUM.ORG,218,19366982.0,COLUMBUS MUSEUM OF ART,100.0,50.0,57.14285714285714,,
5597,6450,14470,431348,314379448,182319.25,181346.0,-0.5366812612354284,20.0,80.0,17831.66593886463,249517.0,33578235.0,WWW.GOODWILLCOLUMBUS.ORG,1837,59867109.0,GOODWILL INDUSTRIES OF CENTRAL OHIO INC,50.0,57.14285714285714,45.45454545454545,,
5598,6451,14471,431350,314379452,228614.5,0.0,-1.0,0.0,100.0,40485.820276497696,426131.0,9699881.0,www.columbusschoolforgirls.org,221,22436209.0,Columbus School for Girls,100.0,62.5,75.0,,
5599,6452,14472,431351,314379453,307744.0,0.0,-1.0,0.0,100.0,21850.355072463768,307744.0,6338442.0,WWW.CUL.ORG,277,21875735.0,THE COLUMBUS URBAN LEAGUE,,33.33333333333333,55.55555555555556,,
5600,6454,14474,431359,314379475,184736.0,0.0,-1.0,0.0,100.0,31426.36690647482,184736.0,4553001.0,GSOH.ORG,140,12380837.0,GIRL SCOUTS OF OHIO'S HEARTLANDCOUNCIL INC,,75.0,100.0,,
5601,6455,14475,431362,314379478,57159.0,0.0,-1.0,0.0,100.0,19201.4,57159.0,2457334.0,WWW.GODMANGUILD.ORG,126,3570567.0,GODMAN GUILD ASSOCIATION,,52.94117647058824,60.0,100.0,
5602,6456,14476,431363,314379480,0.0,224423.0,100.0,100.0,0.0,8579.107262569833,224423.0,7902724.0,,896,13479105.0,ZANESVILLE WELFARE ORGANIZATIONAND GOODWILL INDUSTRIES INC,,,33.33333333333333,,
5607,6464,14485,431401,314379597,201219.5,0.0,-1.0,0.0,100.0,24820.846715328466,232922.0,7203351.0,WWW.YWCACOLUMBUS.ORG,276,10177398.0,YOUNG WOMEN'S CHRISTIAN ASSOCIATION,100.0,93.10344827586206,100.0,,
5608,6465,14486,431402,314379601,0.0,166544.0,100.0,100.0,0.0,42346.9012345679,166544.0,3596643.0,WWW.DAWESARB.ORG,82,4280700.0,THE DAWES ARBORETUM,,30.0,20.0,,
5609,6466,14488,431423,314380047,0.0,210405.0,100.0,100.0,0.0,43126.75324675325,210405.0,3531165.0,WWW.UMCHOHIO.ORG,78,6877167.0,UNITED METHODIST CHILDREN'S HOME,,25.0,50.0,,
5610,6467,14489,431450,314383802,159974.0,412894.0,61.25543117604034,50.0,50.0,48408.93142857143,412894.0,9044431.0,WWW.COSI.ORG,177,26226471.0,FRANKLIN COUNTY HISTORICAL SOCIETYDBA COSI COLUMBUS,33.33333333333333,54.54545454545454,40.0,,
5611,6468,14491,431474,314387575,0.0,213006.0,100.0,100.0,0.0,18000.522123893807,213006.0,2247065.0,WWW.BGCCENTRALOHIO.ORG,114,6309664.0,BOYS AND GIRLS CLUBS OF COLUMBUS INC,,35.0,45.45454545454545,,
5613,6470,14493,431494,314392482,0.0,279280.5,100.0,100.0,0.0,33643.28947368421,291173.0,4393896.0,,116,10600305.0,UNITED FOOD & COMMERCIAL WORKERS,,33.33333333333333,0.0,,
5614,6471,14494,431504,314393712,291479.0,220660.0,-32.09417202936645,25.0,75.0,46172.15384615384,438282.0,4696525.0,WWW.LIVEUNITEDCENTRALOHIO.ORG,82,22819783.0,UNITED WAY OF CENTRAL OHIO INC,100.0,39.130434782608695,42.85714285714285,,100.0
5615,6472,14497,431529,314400124,184520.0,0.0,-1.0,0.0,100.0,29490.901785714286,184520.0,3487501.0,WWW.CESCU.COM,113,8113568.0,C E S CREDIT UNION INC,,40.0,50.0,,
5616,6473,14498,431541,314405826,156842.0,0.0,-1.0,0.0,100.0,656.7832817337461,156842.0,368983.0,WWW.OESHOME.ORG,324,2643494.0,OHIO EASTERN STAR HOME,,75.0,42.85714285714285,,
5617,6474,14500,431549,314407642,0.0,194148.0,100.0,100.0,0.0,45369.66949152543,194148.0,5547769.0,WWW.DFYF.ORG,119,7448441.0,DIRECTIONS FOR YOUTH AND FAMILIES INC,,40.0,44.44444444444444,,
