Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
4062,4686,10146,276200,136163137,245294.5,419113.8,41.47305576671539,55.55555555555556,44.44444444444444,110531.25757575755,854648.0,10371810.0,WWW.ACG.ORG,75,26018555.0,ASSOCIATION FOR CORPORATE GROWTH,40.0,23.07692307692308,37.5,,
4063,4687,10151,276238,136183605,231099.14285714287,199970.0,-15.566906464541116,36.36363636363637,63.63636363636363,140744.61797752808,345429.0,14943845.0,WWW.COUNTERPART.ORG,100,37100672.0,COUNTERPART INTERNATIONAL INC,40.0,66.66666666666666,50.0,75.0,
4064,4688,10154,276255,136199596,258539.5,177649.5,-45.53348025184423,50.0,50.0,57511.39705882353,319836.0,4783153.0,WWW.CULTURALVISTAS.ORG,72,8706014.0,CULTURAL VISTAS INC,0.0,35.0,60.0,,
4065,4689,10155,276284,136218740,235703.0,308837.0,23.680452795487582,33.33333333333333,66.66666666666666,48267.117647058825,162691.0,3444855.0,www.humanesociety.org/fund-for-animals,71,11027372.0,The Fund for Animals Inc,80.0,0.0,60.0,,
4066,4690,10156,276286,136219856,0.0,214647.0,100.0,100.0,0.0,43111.01408450704,180376.0,3241258.0,WWW.MEBAPLANS.ORG/TRAINING/OVERVIEW,73,7564374.0,MEBA TRAINING PLAN,50.0,31.818181818181817,50.0,,
4067,4692,10163,276532,140810461,173202.5,223322.0,22.44270604776959,33.33333333333333,66.66666666666666,35286.75,223322.0,12990663.0,WWW.MORAVIANMANOR.ORG,355,29271607.0,MORAVIAN MANORS INC,100.0,30.0,28.57142857142857,,
4071,4696,10176,277073,141933339,301894.5,373505.1,19.172589611226183,71.42857142857143,28.57142857142857,159127.5294117647,852218.0,21173637.0,www.RFirst.org,116,26261939.0,ReliabilityFirst Corporation,40.0,38.88888888888889,40.0,33.33333333333333,0.0
4072,4697,10186,278216,161703355,159037.0,0.0,-1.0,0.0,100.0,5869.097701149425,159037.0,1180260.0,TECHCORPS.ORG,175,1747368.0,TECH CORPS OHIO,,45.45454545454545,40.0,,
4073,4698,10187,278218,161704454,227597.0,216081.9333333333,-5.329027970563025,78.94736842105263,21.052631578947366,72891.55944055945,313708.0,14575110.0,WWW.PARALLAXRESEARCH.ORG,162,40733328.0,PARALLAX ADVANCED RESEARCHCORPORATION,,28.57142857142857,50.0,25.0,
4074,4699,10188,278614,166050490,164346.0,201211.8333333333,18.32190121356349,85.71428571428571,14.285714285714285,56914.88524590164,350892.0,4843425.0,WWW.USSQUASH.COM,68,7909847.0,UNITED STATES SQUASH RACQUETS ASSOC INC,20.0,33.33333333333333,50.0,0.0,
